Source;Target;Weight
18;73;0.996277
18;74;0.996192
18;75;0.524101
18;76;0.990377
18;77;0.998127
18;78;0.994410
18;79;0.991701
18;80;0.995280
18;81;0.996112
19;0;0.843592
19;1;0.876189
19;2;0.893821
19;3;0.960184
19;4;0.902009
19;5;0.888282
19;6;0.964082
19;7;0.170197
19;8;0.844341
19;9;0.147550
19;10;0.861028
19;11;0.115913
19;12;0.977102
19;13;0.970615
19;14;0.017635
19;15;0.971186
19;16;0.987239
19;17;0.935979
19;18;0.999780
19;19;0.000000
19;20;0.882965
19;21;0.965337
19;22;0.115951
19;23;0.955202
19;24;0.957071
19;25;0.971650
19;26;0.958672
19;27;0.979398
19;28;0.014849
19;29;0.212202
19;30;0.939970
19;31;0.907466
19;32;0.884909
19;33;0.904793
19;34;0.965521
19;35;0.195816
19;36;0.026089
19;37;0.048885
19;38;0.960650
19;39;0.986568
19;40;0.018547
19;41;0.981603
19;42;0.903719
19;43;0.067781
19;44;0.961228
19;45;0.965390
19;46;0.966772
19;47;0.957270
19;48;0.993503
19;49;0.120557
19;50;0.985207
19;51;0.066399
19;52;0.887398
19;53;0.956738
19;54;0.899065
19;55;0.959813
19;56;0.993746
19;57;0.975746
19;58;0.894000
19;59;0.967941
19;60;0.977295
19;61;0.962574
19;62;0.036631
19;63;0.971762
19;64;0.885182
19;65;0.912132
19;66;0.896854
19;67;0.985330
19;68;0.131772
19;69;0.974305
19;70;0.833258
19;71;0.903596
19;72;0.968535
19;73;0.887260
19;74;0.961763
19;75;0.867307
19;76;0.972505
19;77;0.932013
19;78;0.972112
19;79;0.968048
19;80;0.917016
19;81;0.905117
20;0;0.165784
20;1;0.209776
20;2;0.309268
20;3;0.242057
20;4;0.338968
20;5;0.215892
20;6;0.559111
20;7;0.976128
20;8;0.198088
20;9;0.910415
20;10;0.339925
20;11;0.915352
20;12;0.579748
20;13;0.600157
20;14;0.941191
20;15;0.537935
20;16;0.755391
20;17;0.442644
20;18;0.993316
20;19;0.882965
20;20;0.000000
20;21;0.613461
20;22;0.909173
20;23;0.546101
20;24;0.307978
20;25;0.570620
20;26;0.598991
20;27;0.693364
20;28;0.861752
20;29;0.966945
20;30;0.569694
20;31;0.474009
20;32;0.140078
20;33;0.310813
20;34;0.749717
20;35;0.949658
20;36;0.987766
20;37;0.990512
20;38;0.560876
20;39;0.491461
20;40;0.921734
20;41;0.895016
20;42;0.467968
20;43;0.954088
20;44;0.482785
20;45;0.489313
20;46;0.679518
20;47;0.545619
20;48;0.954447
20;49;0.936697
20;50;0.503669
20;51;0.982988
20;52;0.218599
20;53;0.631119
20;54;0.326275
20;55;0.291027
20;56;0.742837
20;57;0.721545
20;58;0.429564
20;59;0.392493
20;60;0.658306
20;61;0.693515
20;62;0.965772
20;63;0.475212
20;64;0.198812
20;65;0.216115
20;66;0.203055
20;67;0.675230
20;68;0.959155
20;69;0.789853
20;70;0.320433
20;71;0.470892
20;72;0.668301
20;73;0.289926
20;74;0.483287
20;75;0.402306
20;76;0.493232
20;77;0.571837
20;78;0.448746
20;79;0.661755
20;80;0.349913
20;81;0.364567
21;0;0.599487
21;1;0.434105
21;2;0.529699
21;3;0.541560
21;4;0.388351
21;5;0.705941
21;6;0.383060
21;7;0.969217
21;8;0.810915
21;9;0.943558
21;10;0.852121
21;11;0.948741
21;12;0.688230
21;13;0.717913
21;14;0.967153
21;15;0.713539
21;16;0.873860
21;17;0.380672
21;18;0.995842
21;19;0.965337
21;20;0.613461
21;21;0.000000
21;22;0.958918
21;23;0.407501
21;24;0.691378
21;25;0.522861
21;26;0.500361
21;27;0.391560
21;28;0.959853
21;29;0.965070
21;30;0.300459
21;31;0.397963
21;32;0.390287
21;33;0.398518
21;34;0.698207
21;35;0.944119
21;36;0.985540
21;37;0.993858
21;38;0.405263
21;39;0.775480
21;40;0.963757
21;41;0.249585
21;42;0.820767
21;43;0.968567
21;44;0.452653
21;45;0.743826
21;46;0.670125
21;47;0.368914
21;48;0.967990
21;49;0.959647
21;50;0.781348
21;51;0.972741
21;52;0.426361
21;53;0.790973
21;54;0.390065
21;55;0.465132
21;56;0.759308
21;57;0.847045
21;58;0.477164
21;59;0.670040
21;60;0.720220
21;61;0.744513
21;62;0.969505
21;63;0.647440
21;64;0.420074
21;65;0.382880
21;66;0.553113
21;67;0.541925
21;68;0.950145
21;69;0.866223
21;70;0.854400
21;71;0.335739
21;72;0.757026
21;73;0.407323
21;74;0.507691
21;75;0.870340
21;76;0.418080
21;77;0.139893
21;78;0.459710
21;79;0.778452
21;80;0.522502
21;81;0.311356
22;0;0.889417
22;1;0.878772
22;2;0.897385
22;3;0.973642
22;4;0.869716
22;5;0.884190
22;6;0.925292
22;7;0.037289
22;8;0.889304
22;9;0.034768
22;10;0.888887
22;11;0.019018
22;12;0.913695
22;13;0.971805
22;14;0.101304
22;15;0.973729
22;16;0.987341
22;17;0.902819
22;18;0.999520
22;19;0.115951
22;20;0.909173
22;21;0.958918
22;22;0.000000
22;23;0.917008
22;24;0.970159
22;25;0.932080
22;26;0.891063
22;27;0.923388
22;28;0.130168
22;29;0.049964
22;30;0.954089
22;31;0.892377
22;32;0.919218
22;33;0.867641
22;34;0.954674
22;35;0.043507
22;36;0.114379
22;37;0.082406
22;38;0.884124
22;39;0.969874
22;40;0.116509
22;41;0.962790
22;42;0.946569
22;43;0.060899
22;44;0.968663
22;45;0.979477
22;46;0.972001
22;47;0.889829
22;48;0.993552
22;49;0.013052
22;50;0.978911
22;51;0.083952
22;52;0.889474
22;53;0.942576
22;54;0.918739
22;55;0.972905
22;56;0.921292
22;57;0.944218
22;58;0.891642
22;59;0.899407
22;60;0.930632
22;61;0.962518
22;62;0.099739
22;63;0.922766
22;64;0.885106
22;65;0.899461
22;66;0.859292
22;67;0.932005
22;68;0.024827
22;69;0.976781
22;70;0.900327
22;71;0.907713
22;72;0.948962
22;73;0.859967
22;74;0.940865
22;75;0.921334
22;76;0.978122
22;77;0.918608
22;78;0.925535
22;79;0.982914
22;80;0.900353
22;81;0.928524
23;0;0.531657
23;1;0.195590
23;2;0.284192
23;3;0.488659
23;4;0.152719
23;5;0.662701
23;6;0.020386
23;7;0.933804
23;8;0.677837
23;9;0.895388
23;10;0.566112
23;11;0.896758
23;12;0.819122
23;13;0.666997
23;14;0.950748
23;15;0.618590
23;16;0.807322
23;17;0.427544
23;18;0.995086
23;19;0.955202
23;20;0.546101
23;21;0.407501
23;22;0.917008
23;23;0.000000
23;24;0.793485
23;25;0.544996
23;26;0.252458
23;27;0.406381
23;28;0.962249
23;29;0.989790
23;30;0.231838
23;31;0.069869
23;32;0.354563
23;33;0.243859
23;34;0.706363
23;35;0.945560
23;36;0.978113
23;37;0.992572
23;38;0.163687
23;39;0.503385
23;40;0.950190
23;41;0.807059
23;42;0.671909
23;43;0.905113
23;44;0.380102
23;45;0.676457
23;46;0.625089
23;47;0.151114
23;48;0.964707
23;49;0.952710
23;50;0.508395
23;51;0.953987
23;52;0.178403
23;53;0.582475
23;54;0.225332
23;55;0.454388
23;56;0.795366
23;57;0.623350
23;58;0.163746
23;59;0.525720
23;60;0.788709
23;61;0.789020
23;62;0.890192
23;63;0.723740
23;64;0.196271
23;65;0.131190
23;66;0.359944
23;67;0.512320
23;68;0.888228
23;69;0.862425
23;70;0.764391
23;71;0.303595
23;72;0.697638
23;73;0.186748
23;74;0.283071
23;75;0.780203
23;76;0.364501
23;77;0.595563
23;78;0.570101
23;79;0.665560
23;80;0.207464
23;81;0.267501
24;0;0.655498
24;1;0.542681
24;2;0.626083
24;3;0.250575
24;4;0.641627
24;5;0.460979
24;6;0.788880
24;7;0.992235
24;8;0.516376
24;9;0.943299
24;10;0.797395
24;11;0.951488
24;12;0.472302
24;13;0.578390
24;14;0.974007
24;15;0.565902
24;16;0.828932
24;17;0.562700
24;18;0.994781
24;19;0.957071
24;20;0.307978
24;21;0.691378
24;22;0.970159
24;23;0.793485
24;24;0.000000
24;25;0.642808
24;26;0.816556
24;27;0.790810
24;28;0.890950
24;29;0.951144
24;30;0.836210
24;31;0.821405
24;32;0.436402
24;33;0.527172
24;34;0.859109
24;35;0.931741
24;36;0.985217
24;37;0.992423
24;38;0.724857
24;39;0.672985
24;40;0.964153
24;41;0.915405
24;42;0.800860
24;43;0.954085
24;44;0.679261
24;45;0.461394
24;46;0.828959
24;47;0.668046
24;48;0.944995
24;49;0.984663
24;50;0.702125
24;51;0.978155
24;52;0.511771
24;53;0.694790
24;54;0.816265
24;55;0.240351
24;56;0.817652
24;57;0.822691
24;58;0.796854
24;59;0.297736
24;60;0.593637
24;61;0.573375
24;62;0.975243
24;63;0.376048
24;64;0.475072
24;65;0.461004
24;66;0.463268
24;67;0.783716
24;68;0.974052
24;69;0.783561
24;70;0.841104
24;71;0.811230
24;72;0.729908
24;73;0.650960
24;74;0.567309
24;75;0.837365
24;76;0.635430
24;77;0.705254
24;78;0.402977
24;79;0.732701
24;80;0.814303
24;81;0.576447
25;0;0.595003
25;1;0.579049
25;2;0.578064
25;3;0.384918
25;4;0.396053
25;5;0.409046
25;6;0.533036
25;7;0.895780
25;8;0.726026
25;9;0.905597
25;10;0.696054
25;11;0.918110
25;12;0.257071
25;13;0.587632
25;14;0.977977
25;15;0.543135
25;16;0.802057
25;17;0.184297
25;18;0.995425
25;19;0.971650
25;20;0.570620
25;21;0.522861
25;22;0.932080
25;23;0.544996
25;24;0.642808
25;25;0.000000
25;26;0.217755
25;27;0.206328
25;28;0.964793
25;29;0.905123
25;30;0.567630
25;31;0.593400
25;32;0.534073
25;33;0.302423
25;34;0.639348
25;35;0.892566
25;36;0.988368
25;37;0.992732
25;38;0.323998
25;39;0.579443
25;40;0.980215
25;41;0.786768
25;42;0.518115
25;43;0.980713
25;44;0.401200
25;45;0.489883
25;46;0.555403
25;47;0.310928
25;48;0.959755
25;49;0.916617
25;50;0.482989
25;51;0.979472
25;52;0.503430
25;53;0.613197
25;54;0.572184
25;55;0.341524
25;56;0.267517
25;57;0.835101
25;58;0.598239
25;59;0.342549
25;60;0.367482
25;61;0.723154
25;62;0.982501
25;63;0.236005
25;64;0.574642
25;65;0.516626
25;66;0.312887
25;67;0.289811
25;68;0.888076
25;69;0.847415
25;70;0.764261
25;71;0.407420
25;72;0.459439
25;73;0.410261
25;74;0.568734
25;75;0.760016
25;76;0.360973
25;77;0.668043
25;78;0.161007
25;79;0.457495
25;80;0.567400
25;81;0.578259
26;0;0.567818
26;1;0.377228
26;2;0.414090
26;3;0.509402
26;4;0.231723
26;5;0.516792
26;6;0.252514
26;7;0.867874
26;8;0.742705
26;9;0.855846
26;10;0.620471
26;11;0.866571
26;12;0.458761
26;13;0.719497
26;14;0.956645
26;15;0.690624
26;16;0.855093
26;17;0.265514
26;18;0.995734
26;19;0.958672
26;20;0.598991
26;21;0.500361
26;22;0.891063
26;23;0.252458
26;24;0.816556
26;25;0.217755
26;26;0.000000
26;27;0.275701
26;28;0.962660
26;29;0.926724
26;30;0.481591
26;31;0.293036
26;32;0.558861
26;33;0.200465
26;34;0.661368
26;35;0.885213
26;36;0.982587
26;37;0.994124
26;38;0.155133
26;39;0.624660
26;40;0.962672
26;41;0.738018
26;42;0.564457
26;43;0.921231
26;44;0.403862
26;45;0.601632
26;46;0.740394
26;47;0.111300
26;48;0.966260
26;49;0.906592
26;50;0.535893
26;51;0.957415
26;52;0.318372
26;53;0.513715
26;54;0.477760
26;55;0.423715
26;56;0.435476
26;57;0.694241
26;58;0.361811
26;59;0.351325
26;60;0.536352
26;61;0.823018
26;62;0.908920
26;63;0.458544
26;64;0.390447
26;65;0.345488
26;66;0.194957
26;67;0.304792
26;68;0.831252
26;69;0.884686
26;70;0.802019
26;71;0.392205
26;72;0.619427
26;73;0.248459
26;74;0.401466
26;75;0.804881
26;76;0.387283
26;77;0.599986
26;78;0.303307
26;79;0.518929
26;80;0.322972
26;81;0.499861
27;0;0.626489
27;1;0.512626
27;2;0.580007
27;3;0.556388
27;4;0.246833
27;5;0.470121
27;6;0.388636
27;7;0.915241
27;8;0.806141
27;9;0.896826
27;10;0.784080
27;11;0.907773
27;12;0.275484
27;13;0.645646
27;14;0.978934
27;15;0.611115
27;16;0.827211
27;17;0.099701
27;18;0.995814
27;19;0.979398
27;20;0.693364
27;21;0.391560
27;22;0.923388
27;23;0.406381
27;24;0.790810
27;25;0.206328
27;26;0.275701
27;27;0.000000
27;28;0.982725
27;29;0.901870
27;30;0.320171
27;31;0.434719
27;32;0.447950
27;33;0.218010
27;34;0.574127
27;35;0.894065
27;36;0.985227
27;37;0.993288
27;38;0.145190
27;39;0.643678
27;40;0.977424
27;41;0.758994
27;42;0.792558
27;43;0.978416
27;44;0.441947
27;45;0.751028
27;46;0.682837
27;47;0.198763
27;48;0.964767
27;49;0.923707
27;50;0.667635
27;51;0.980865
27;52;0.510152
27;53;0.822962
27;54;0.399180
27;55;0.511984
27;56;0.244928
27;57;0.843645
27;58;0.493203
27;59;0.438503
27;60;0.383039
27;61;0.740734
27;62;0.974283
27;63;0.287363
27;64;0.506344
27;65;0.453189
27;66;0.415290
27;67;0.233008
27;68;0.906176
27;69;0.869100
27;70;0.829067
27;71;0.182182
27;72;0.691156
27;73;0.282686
27;74;0.558891
27;75;0.825767
27;76;0.391171
27;77;0.619560
27;78;0.157385
27;79;0.767147
27;80;0.529749
27;81;0.399205
28;0;0.875621
28;1;0.875085
28;2;0.896160
28;3;0.922786
28;4;0.914578
28;5;0.891963
28;6;0.971569
28;7;0.168541
28;8;0.863847
28;9;0.147042
28;10;0.904201
28;11;0.120259
28;12;0.948253
28;13;0.974439
28;14;0.027788
28;15;0.975580
28;16;0.988687
28;17;0.931569
28;18;1.000000
28;19;0.014849
28;20;0.861752
28;21;0.959853
28;22;0.130168
28;23;0.962249
28;24;0.890950
28;25;0.964793
28;26;0.962660
28;27;0.982725
28;28;0.000000
28;29;0.204523
28;30;0.964045
28;31;0.931882
28;32;0.880741
28;33;0.901418
28;34;0.973479
28;35;0.191798
28;36;0.030541
28;37;0.055625
28;38;0.958545
28;39;0.988010
28;40;0.025621
28;41;0.980021
28;42;0.927118
28;43;0.082012
28;44;0.968383
28;45;0.941574
28;46;0.967616
28;47;0.946244
28;48;0.995009
28;49;0.128158
28;50;0.985336
28;51;0.061597
28;52;0.878906
28;53;0.953053
28;54;0.923866
28;55;0.919335
28;56;0.994348
28;57;0.977772
28;58;0.922797
28;59;0.929307
28;60;0.966637
28;61;0.959252
28;62;0.041784
28;63;0.944809
28;64;0.875031
28;65;0.895808
28;66;0.878319
28;67;0.987538
28;68;0.133074
28;69;0.973981
28;70;0.892509
28;71;0.937970
28;72;0.961919
28;73;0.896989
28;74;0.940230
28;75;0.908612
28;76;0.971796
28;77;0.925346
28;78;0.941619
28;79;0.969069
28;80;0.938850
28;81;0.911941
29;0;0.982748
29;1;0.977778
29;2;0.983010
29;3;0.963575
29;4;0.940491
29;5;0.917610
29;6;0.990675
29;7;0.016691
29;8;0.976712
29;9;0.032556
29;10;0.992368
29;11;0.051382
29;12;0.865304
29;13;0.985823
29;14;0.187452
29;15;0.985833
29;16;0.991463
29;17;0.894225
29;18;1.000000
29;19;0.212202
29;20;0.966945
29;21;0.965070
29;22;0.049964
29;23;0.989790
29;24;0.951144
29;25;0.905123
29;26;0.926724
29;27;0.901870
29;28;0.204523
29;29;0.000000
29;30;0.992347
29;31;0.991350
29;32;0.974612
29;33;0.916751
29;34;0.959611
29;35;0.014711
29;36;0.180148
29;37;0.139533
29;38;0.917178
29;39;0.990972
29;40;0.208458
29;41;0.972451
29;42;0.991287
29;43;0.164703
29;44;0.981298
29;45;0.974891
29;46;0.992473
29;47;0.925555
29;48;0.996272
29;49;0.035622
29;50;0.994239
29;51;0.127007
29;52;0.976555
29;53;0.974317
29;54;0.991921
29;55;0.964436
29;56;0.881380
29;57;0.984332
29;58;0.990504
29;59;0.901962
29;60;0.903038
29;61;0.971734
29;62;0.183943
29;63;0.885947
29;64;0.974553
29;65;0.974791
29;66;0.920615
29;67;0.921727
29;68;0.048128
29;69;0.981527
29;70;0.994863
29;71;0.949996
29;72;0.961388
29;73;0.942773
29;74;0.978378
29;75;0.995128
29;76;0.985159
29;77;0.959364
29;78;0.888154
29;79;0.990945
29;80;0.993237
29;81;0.978708
30;0;0.397924
30;1;0.257248
30;2;0.389760
30;3;0.589016
30;4;0.238717
30;5;0.739656
30;6;0.191010
30;7;0.992090
30;8;0.740682
30;9;0.953043
30;10;0.735841
30;11;0.953665
30;12;0.869033
30;13;0.713472
30;14;0.955561
30;15;0.707601
30;16;0.883646
30;17;0.352525
30;18;0.995606
30;19;0.939970
30;20;0.569694
30;21;0.300459
30;22;0.954089
30;23;0.231838
30;24;0.836210
30;25;0.567630
30;26;0.481591
30;27;0.320171
30;28;0.964045
30;29;0.992347
30;30;0.000000
30;31;0.158725
30;32;0.209521
30;33;0.326841
30;34;0.642499
30;35;0.973476
30;36;0.986412
30;37;0.995303
30;38;0.345515
30;39;0.777641
30;40;0.948711
30;41;0.825720
30;42;0.794249
30;43;0.973698
30;44;0.329681
30;45;0.816082
30;46;0.562693
30;47;0.303963
30;48;0.964083
30;49;0.957376
30;50;0.796203
30;51;0.979433
30;52;0.283221
30;53;0.852109
30;54;0.114615
30;55;0.469279
30;56;0.881439
30;57;0.874983
30;58;0.257561
30;59;0.829838
30;60;0.829796
30;61;0.751515
30;62;0.968867
30;63;0.798259
30;64;0.263154
30;65;0.240996
30;66;0.568573
30;67;0.514837
30;68;0.971361
30;69;0.888633
30;70;0.689200
30;71;0.097172
30;72;0.757885
30;73;0.250246
30;74;0.441128
30;75;0.748553
30;76;0.294353
30;77;0.627390
30;78;0.530247
30;79;0.817368
30;80;0.310240
30;81;0.075571
31;0;0.335943
31;1;0.094123
31;2;0.232816
31;3;0.584346
31;4;0.097514
31;5;0.608349
31;6;0.053792
31;7;0.945384
31;8;0.549184
31;9;0.878248
31;10;0.483575
31;11;0.881389
31;12;0.862053
31;13;0.694944
31;14;0.930229
31;15;0.687597
31;16;0.863229
31;17;0.417700
31;18;0.995690
31;19;0.907466
31;20;0.474009
31;21;0.397963
31;22;0.892377
31;23;0.069869
31;24;0.821405
31;25;0.593400
31;26;0.293036
31;27;0.434719
31;28;0.931882
31;29;0.991350
31;30;0.158725
31;31;0.000000
31;32;0.256363
31;33;0.200021
31;34;0.677681
31;35;0.947386
31;36;0.979525
31;37;0.993836
31;38;0.213839
31;39;0.652113
31;40;0.924681
31;41;0.794089
31;42;0.695583
31;43;0.910218
31;44;0.380542
31;45;0.785119
31;46;0.611957
31;47;0.172329
31;48;0.968114
31;49;0.932854
31;50;0.682521
31;51;0.953656
31;52;0.125474
31;53;0.673427
31;54;0.153492
31;55;0.504562
31;56;0.869351
31;57;0.669131
31;58;0.096970
31;59;0.608918
31;60;0.831058
31;61;0.770025
31;62;0.896275
31;63;0.787518
31;64;0.112780
31;65;0.111098
31;66;0.329573
31;67;0.515835
31;68;0.900323
31;69;0.885041
31;70;0.592295
31;71;0.194448
31;72;0.687842
31;73;0.106305
31;74;0.329198
31;75;0.657273
31;76;0.361772
31;77;0.543823
31;78;0.576487
31;79;0.762186
31;80;0.129815
31;81;0.152405
32;0;0.153136
32;1;0.109930
32;2;0.247974
32;3;0.322802
32;4;0.187007
32;5;0.332987
32;6;0.341386
32;7;0.991120
32;8;0.309289
32;9;0.921436
32;10;0.429474
32;11;0.926444
32;12;0.650698
32;13;0.584262
32;14;0.936514
32;15;0.540552
32;16;0.799181
32;17;0.294749
32;18;0.995266
32;19;0.884909
32;20;0.140078
32;21;0.390287
32;22;0.919218
32;23;0.354563
32;24;0.436402
32;25;0.534073
32;26;0.558861
32;27;0.447950
32;28;0.880741
32;29;0.974612
32;30;0.209521
32;31;0.256363
32;32;0.000000
32;33;0.212302
32;34;0.649597
32;35;0.954019
32;36;0.985943
32;37;0.992847
32;38;0.404581
32;39;0.575122
32;40;0.921010
32;41;0.860937
32;42;0.576473
32;43;0.963693
32;44;0.381794
32;45;0.599440
32;46;0.564630
32;47;0.381508
32;48;0.960719
32;49;0.937382
32;50;0.600710
32;51;0.976334
32;52;0.139098
32;53;0.776672
32;54;0.102807
32;55;0.292833
32;56;0.773295
32;57;0.829387
32;58;0.267796
32;59;0.533850
32;60;0.680384
32;61;0.703371
32;62;0.970885
32;63;0.536234
32;64;0.101521
32;65;0.113129
32;66;0.300567
32;67;0.570856
32;68;0.971461
32;69;0.835753
32;70;0.370771
32;71;0.167163
32;72;0.681750
32;73;0.156311
32;74;0.411454
32;75;0.453012
32;76;0.346931
32;77;0.525287
32;78;0.408976
32;79;0.725810
32;80;0.275656
32;81;0.093837
33;0;0.339349
33;1;0.134982
33;2;0.259358
33;3;0.412022
33;4;0.031979
33;5;0.250526
33;6;0.248634
33;7;0.901821
33;8;0.411516
33;9;0.834087
33;10;0.460497
33;11;0.845624
33;12;0.333758
33;13;0.698247
33;14;0.937079
33;15;0.661961
33;16;0.849749
33;17;0.104262
33;18;0.996568
33;19;0.904793
33;20;0.310813
33;21;0.398518
33;22;0.867641
33;23;0.243859
33;24;0.527172
33;25;0.302423
33;26;0.200465
33;27;0.218010
33;28;0.901418
33;29;0.916751
33;30;0.326841
33;31;0.200021
33;32;0.212302
33;33;0.000000
33;34;0.591179
33;35;0.881616
33;36;0.982656
33;37;0.994446
33;38;0.089022
33;39;0.611241
33;40;0.927078
33;41;0.753308
33;42;0.627477
33;43;0.922058
33;44;0.468086
33;45;0.624976
33;46;0.651769
33;47;0.079349
33;48;0.968172
33;49;0.896659
33;50;0.614667
33;51;0.961922
33;52;0.141130
33;53;0.665620
33;54;0.268920
33;55;0.360369
33;56;0.434500
33;57;0.746465
33;58;0.233791
33;59;0.238504
33;60;0.473895
33;61;0.760713
33;62;0.920741
33;63;0.328701
33;64;0.128179
33;65;0.136117
33;66;0.083887
33;67;0.350664
33;68;0.871520
33;69;0.869763
33;70;0.544703
33;71;0.175237
33;72;0.578335
33;73;0.046053
33;74;0.347149
33;75;0.603464
33;76;0.437648
33;77;0.450167
33;78;0.204317
33;79;0.726078
33;80;0.273641
33;81;0.214368
34;0;0.709276
34;1;0.682158
34;2;0.723621
34;3;0.762929
34;4;0.600789
34;5;0.694303
34;6;0.692434
34;7;0.962936
34;8;0.811589
34;9;0.945068
34;10;0.815684
34;11;0.950522
34;12;0.685549
34;13;0.808399
34;14;0.977877
34;15;0.799520
34;16;0.918872
34;17;0.558441
34;18;0.997940
34;19;0.965521
34;20;0.749717
34;21;0.698207
34;22;0.954674
34;23;0.706363
34;24;0.859109
34;25;0.639348
34;26;0.661368
34;27;0.574127
34;28;0.973479
34;29;0.959611
34;30;0.642499
34;31;0.677681
34;32;0.649597
34;33;0.591179
34;34;0.000000
34;35;0.952743
34;36;0.994060
34;37;0.996836
34;38;0.613459
34;39;0.834913
34;40;0.974386
34;41;0.895140
34;42;0.830845
34;43;0.987988
34;44;0.711718
34;45;0.847932
34;46;0.822435
34;47;0.617901
34;48;0.982574
34;49;0.954480
34;50;0.832718
34;51;0.989762
34;52;0.684379
34;53;0.895469
34;54;0.645222
34;55;0.738720
34;56;0.691105
34;57;0.924906
34;58;0.697504
34;59;0.735251
34;60;0.731466
34;61;0.860399
34;62;0.987678
34;63;0.678538
34;64;0.684097
34;65;0.673872
34;66;0.668581
34;67;0.665808
34;68;0.956924
34;69;0.937661
34;70;0.801363
34;71;0.566689
34;72;0.754717
34;73;0.604943
34;74;0.445131
34;75;0.827348
34;76;0.695935
34;77;0.786788
34;78;0.619309
34;79;0.846184
34;80;0.708120
34;81;0.644882
35;0;0.969843
35;1;0.937153
35;2;0.945208
35;3;0.948519
35;4;0.906719
35;5;0.910449
35;6;0.956549
35;7;0.021601
35;8;0.966763
35;9;0.016659
35;10;0.981779
35;11;0.037066
35;12;0.861294
35;13;0.976256
35;14;0.163047
35;15;0.977311
35;16;0.991883
35;17;0.875263
35;18;0.999711
35;19;0.195816
35;20;0.949658
35;21;0.944119
35;22;0.043507
35;23;0.945560
35;24;0.931741
35;25;0.892566
35;26;0.885213
35;27;0.894065
35;28;0.191798
35;29;0.014711
35;30;0.973476
35;31;0.947386
35;32;0.954019
35;33;0.881616
35;34;0.952743
35;35;0.000000
35;36;0.175406
35;37;0.140420
35;38;0.883462
35;39;0.987659
35;40;0.185484
35;41;0.956506
35;42;0.974700
35;43;0.149766
35;44;0.972615
35;45;0.953404
35;46;0.981848
35;47;0.883893
35;48;0.993596
35;49;0.028267
35;50;0.982894
35;51;0.119770
35;52;0.932126
35;53;0.950567
35;54;0.973432
35;55;0.941070
35;56;0.884921
35;57;0.978092
35;58;0.953229
35;59;0.882215
35;60;0.896588
35;61;0.964969
35;62;0.160094
35;63;0.878004
35;64;0.933885
35;65;0.934962
35;66;0.881024
35;67;0.917724
35;68;0.030382
35;69;0.977266
35;70;0.989168
35;71;0.934789
35;72;0.950106
35;73;0.907990
35;74;0.942935
35;75;0.992655
35;76;0.975283
35;77;0.934665
35;78;0.880463
35;79;0.966463
35;80;0.975035
35;81;0.954251
36;0;0.986518
36;1;0.981838
36;2;0.984387
36;3;0.981990
36;4;0.982002
36;5;0.990509
36;6;0.982890
36;7;0.142512
36;8;0.988720
36;9;0.143603
36;10;0.990171
36;11;0.111166
36;12;0.989385
36;13;0.980930
36;14;0.015476
36;15;0.982036
36;16;0.988078
36;17;0.986659
36;18;1.000000
36;19;0.026089
36;20;0.987766
36;21;0.985540
36;22;0.114379
36;23;0.978113
36;24;0.985217
36;25;0.988368
36;26;0.982587
36;27;0.985227
36;28;0.030541
36;29;0.180148
36;30;0.986412
36;31;0.979525
36;32;0.985943
36;33;0.982656
36;34;0.994060
36;35;0.175406
36;36;0.000000
36;37;0.019746
36;38;0.981265
36;39;0.987403
36;40;0.029167
36;41;0.992405
36;42;0.988390
36;43;0.044882
36;44;0.983257
36;45;0.985699
36;46;0.992394
36;47;0.983218
36;48;0.997175
36;49;0.115302
36;50;0.991937
36;51;0.043383
36;52;0.982094
36;53;0.974310
36;54;0.986568
36;55;0.984175
36;56;0.995207
36;57;0.978016
36;58;0.982036
36;59;0.986986
36;60;0.988274
36;61;0.970552
36;62;0.017717
36;63;0.987131
36;64;0.981950
36;65;0.981475
36;66;0.982946
36;67;0.990732
36;68;0.114178
36;69;0.980341
36;70;0.992883
36;71;0.987644
36;72;0.994724
36;73;0.982121
36;74;0.983930
36;75;0.994059
36;76;0.985448
36;77;0.988540
36;78;0.987094
36;79;0.988253
36;80;0.991333
36;81;0.986154
37;0;0.991549
37;1;0.993930
37;2;0.994493
37;3;0.983345
37;4;0.993731
37;5;0.990835
37;6;0.992640
37;7;0.104963
37;8;0.989406
37;9;0.128797
37;10;0.988695
37;11;0.096856
37;12;0.992566
37;13;0.980640
37;14;0.025962
37;15;0.981880
37;16;0.985666
37;17;0.993776
37;18;0.999714
37;19;0.048885
37;20;0.990512
37;21;0.993858
37;22;0.082406
37;23;0.992572
37;24;0.992423
37;25;0.992732
37;26;0.994124
37;27;0.993288
37;28;0.055625
37;29;0.139533
37;30;0.995303
37;31;0.993836
37;32;0.992847
37;33;0.994446
37;34;0.996836
37;35;0.140420
37;36;0.019746
37;37;0.000000
37;38;0.993653
37;39;0.985033
37;40;0.035409
37;41;0.998901
37;42;0.986297
37;43;0.031435
37;44;0.984303
37;45;0.990057
37;46;0.995947
37;47;0.996239
37;48;0.997571
37;49;0.083182
37;50;0.990503
37;51;0.027511
37;52;0.994061
37;53;0.975619
37;54;0.992322
37;55;0.991476
37;56;0.994480
37;57;0.973934
37;58;0.993746
37;59;0.991765
37;60;0.993179
37;61;0.974866
37;62;0.035829
37;63;0.991067
37;64;0.994333
37;65;0.992827
37;66;0.993800
37;67;0.993825
37;68;0.100040
