Source;Target;Weight
9;20;0.910415
9;21;0.943558
9;22;0.034768
9;23;0.895388
9;24;0.943299
9;25;0.905597
9;26;0.855846
9;27;0.896826
9;28;0.147042
9;29;0.032556
9;30;0.953043
9;31;0.878248
9;32;0.921436
9;33;0.834087
9;34;0.945068
9;35;0.016659
9;36;0.143603
9;37;0.128797
9;38;0.843492
9;39;0.966590
9;40;0.151991
9;41;0.949434
9;42;0.959893
9;43;0.129467
9;44;0.966045
9;45;0.969227
9;46;0.973330
9;47;0.848493
9;48;0.992630
9;49;0.031264
9;50;0.976169
9;51;0.116128
9;52;0.877306
9;53;0.931768
9;54;0.930338
9;55;0.954236
9;56;0.890950
9;57;0.938145
9;58;0.883034
9;59;0.854117
9;60;0.901805
9;61;0.958489
9;62;0.120011
9;63;0.886716
9;64;0.871827
9;65;0.883813
9;66;0.830240
9;67;0.908869
9;68;0.021218
9;69;0.974845
9;70;0.923006
9;71;0.901312
9;72;0.932253
9;73;0.843031
9;74;0.917467
9;75;0.942775
9;76;0.974637
9;77;0.903594
9;78;0.889827
9;79;0.981679
9;80;0.901361
9;81;0.920325
10;0;0.228108
10;1;0.364083
10;2;0.390296
10;3;0.531539
10;4;0.401906
10;5;0.241314
10;6;0.593519
10;7;0.954193
10;8;0.087302
10;9;0.901386
10;10;0.000000
10;11;0.903351
10;12;0.786653
10;13;0.558330
10;14;0.939889
10;15;0.494500
10;16;0.721143
10;17;0.669507
10;18;0.992519
10;19;0.861028
10;20;0.339925
10;21;0.852121
10;22;0.888887
10;23;0.566112
10;24;0.797395
10;25;0.696054
10;26;0.620471
10;27;0.784080
10;28;0.904201
10;29;0.992368
10;30;0.735841
10;31;0.483575
10;32;0.429474
10;33;0.460497
10;34;0.815684
10;35;0.981779
10;36;0.990171
10;37;0.988695
10;38;0.644417
10;39;0.375194
10;40;0.923562
10;41;0.953058
10;42;0.272053
10;43;0.954480
10;44;0.647828
10;45;0.627344
10;46;0.808198
10;47;0.694721
10;48;0.964952
10;49;0.922231
10;50;0.386883
10;51;0.987345
10;52;0.388781
10;53;0.586551
10;54;0.428168
10;55;0.657257
10;56;0.714382
10;57;0.600123
10;58;0.378749
10;59;0.563665
10;60;0.756117
10;61;0.760466
10;62;0.948850
10;63;0.662995
10;64;0.410859
10;65;0.462235
10;66;0.375048
10;67;0.734065
10;68;0.939626
10;69;0.819958
10;70;0.100868
10;71;0.540011
10;72;0.775266
10;73;0.367887
10;74;0.678042
10;75;0.193375
10;76;0.622739
10;77;0.686482
10;78;0.751619
10;79;0.590540
10;80;0.342904
10;81;0.628275
11;0;0.912542
11;1;0.874660
11;2;0.894658
11;3;0.962232
11;4;0.852731
11;5;0.880744
11;6;0.908990
11;7;0.032586
11;8;0.900891
11;9;0.016023
11;10;0.903351
11;11;0.000000
11;12;0.888304
11;13;0.974579
11;14;0.099002
11;15;0.975317
11;16;0.987793
11;17;0.885608
11;18;0.999510
11;19;0.115913
11;20;0.915352
11;21;0.948741
11;22;0.019018
11;23;0.896758
11;24;0.951488
11;25;0.918110
11;26;0.866571
11;27;0.907773
11;28;0.120259
11;29;0.051382
11;30;0.953665
11;31;0.881389
11;32;0.926444
11;33;0.845624
11;34;0.950522
11;35;0.037066
11;36;0.111166
11;37;0.096856
11;38;0.854304
11;39;0.965755
11;40;0.114851
11;41;0.952879
11;42;0.959575
11;43;0.080050
11;44;0.969665
11;45;0.971619
11;46;0.974801
11;47;0.859858
11;48;0.992858
11;49;0.019271
11;50;0.975648
11;51;0.094676
11;52;0.882696
11;53;0.933919
11;54;0.931401
11;55;0.959782
11;56;0.904490
11;57;0.937403
11;58;0.885498
11;59;0.868949
11;60;0.915659
11;61;0.959660
11;62;0.090911
11;63;0.902366
11;64;0.877695
11;65;0.889365
11;66;0.841503
11;67;0.919559
11;68;0.010719
11;69;0.975474
11;70;0.924625
11;71;0.909125
11;72;0.938281
11;73;0.852525
11;74;0.920754
11;75;0.943609
11;76;0.978279
11;77;0.909883
11;78;0.904634
11;79;0.984627
11;80;0.905216
11;81;0.925385
12;0;0.763261
12;1;0.732526
12;2;0.761294
12;3;0.502943
12;4;0.485326
12;5;0.266564
12;6;0.825137
12;7;0.898518
12;8;0.679018
12;9;0.872077
12;10;0.786653
12;11;0.888304
12;12;0.000000
12;13;0.653264
12;14;0.985561
12;15;0.622030
12;16;0.823842
12;17;0.203685
12;18;0.995226
12;19;0.977102
12;20;0.579748
12;21;0.688230
12;22;0.913695
12;23;0.819122
12;24;0.472302
12;25;0.257071
12;26;0.458761
12;27;0.275484
12;28;0.948253
12;29;0.865304
12;30;0.869033
12;31;0.862053
12;32;0.650698
12;33;0.333758
12;34;0.685549
12;35;0.861294
12;36;0.989385
12;37;0.992566
12;38;0.369764
12;39;0.652077
12;40;0.977832
12;41;0.811835
12;42;0.792689
12;43;0.974892
12;44;0.743819
12;45;0.642457
12;46;0.874580
12;47;0.436177
12;48;0.963055
12;49;0.917535
12;50;0.680433
12;51;0.987607
12;52;0.713762
12;53;0.778856
12;54;0.826722
12;55;0.544953
12;56;0.110150
12;57;0.826674
12;58;0.836091
12;59;0.173466
12;60;0.233735
12;61;0.706732
12;62;0.984375
12;63;0.053870
12;64;0.700945
12;65;0.672294
12;66;0.344586
12;67;0.389258
12;68;0.897398
12;69;0.837476
12;70;0.832440
12;71;0.584585
12;72;0.683031
12;73;0.515148
12;74;0.736885
12;75;0.829192
12;76;0.704974
12;77;0.672380
12;78;0.118512
12;79;0.772363
12;80;0.833121
12;81;0.765935
13;0;0.612954
13;1;0.699865
13;2;0.689748
13;3;0.400276
13;4;0.654809
13;5;0.554545
13;6;0.612334
13;7;0.985511
13;8;0.619923
13;9;0.970063
13;10;0.558330
13;11;0.974579
13;12;0.653264
13;13;0.000000
13;14;0.973694
13;15;0.035634
13;16;0.578677
13;17;0.672092
13;18;0.984653
13;19;0.970615
13;20;0.600157
13;21;0.717913
13;22;0.971805
13;23;0.666997
13;24;0.578390
13;25;0.587632
13;26;0.719497
13;27;0.645646
13;28;0.974439
13;29;0.985823
13;30;0.713472
13;31;0.694944
13;32;0.584262
13;33;0.698247
13;34;0.808399
13;35;0.976256
13;36;0.980930
13;37;0.980640
13;38;0.711165
13;39;0.274465
13;40;0.967929
13;41;0.948690
13;42;0.540463
13;43;0.975044
13;44;0.448059
13;45;0.520343
13;46;0.775876
13;47;0.741991
13;48;0.918078
13;49;0.982239
13;50;0.364144
13;51;0.974083
13;52;0.690720
13;53;0.568382
13;54;0.660448
13;55;0.499218
13;56;0.641416
13;57;0.485361
13;58;0.687317
13;59;0.542827
13;60;0.556226
13;61;0.260748
13;62;0.974572
13;63;0.432539
13;64;0.703510
13;65;0.614933
13;66;0.702669
13;67;0.617272
13;68;0.967535
13;69;0.667524
13;70;0.650777
13;71;0.651411
13;72;0.844854
13;73;0.666569
13;74;0.742784
13;75;0.646289
13;76;0.331143
13;77;0.850967
13;78;0.566729
13;79;0.384405
13;80;0.617403
13;81;0.731433
14;0;0.924798
14;1;0.923683
14;2;0.932875
14;3;0.973375
14;4;0.935417
14;5;0.952384
14;6;0.961642
14;7;0.142229
14;8;0.934532
14;9;0.132249
14;10;0.939889
14;11;0.099002
14;12;0.985561
14;13;0.973694
14;14;0.000000
14;15;0.974925
14;16;0.989992
14;17;0.955927
14;18;1.000000
14;19;0.017635
14;20;0.941191
14;21;0.967153
14;22;0.101304
14;23;0.950748
14;24;0.974007
14;25;0.977977
14;26;0.956645
14;27;0.978934
14;28;0.027788
14;29;0.187452
14;30;0.955561
14;31;0.930229
14;32;0.936514
14;33;0.937079
14;34;0.977877
14;35;0.163047
14;36;0.015476
14;37;0.025962
14;38;0.958587
14;39;0.989324
14;40;0.008581
14;41;0.982245
14;42;0.950125
14;43;0.039381
14;44;0.966980
14;45;0.972435
14;46;0.975454
14;47;0.955090
14;48;0.995012
14;49;0.101121
14;50;0.986916
14;51;0.039701
14;52;0.926859
14;53;0.963056
14;54;0.940316
14;55;0.970268
14;56;0.995538
14;57;0.980945
14;58;0.930426
14;59;0.978764
14;60;0.982653
14;61;0.966989
14;62;0.014953
14;63;0.980062
14;64;0.927873
14;65;0.937889
14;66;0.934003
14;67;0.988180
14;68;0.106481
14;69;0.979046
14;70;0.925132
14;71;0.942456
14;72;0.980974
14;73;0.929059
14;74;0.963835
14;75;0.944884
14;76;0.976993
14;77;0.955666
14;78;0.981088
14;79;0.970390
14;80;0.954223
14;81;0.941251
15;0;0.592470
15;1;0.684540
15;2;0.661249
15;3;0.322136
15;4;0.617271
15;5;0.481557
15;6;0.591102
15;7;0.986312
15;8;0.566822
15;9;0.971685
15;10;0.494500
15;11;0.975317
15;12;0.622030
15;13;0.035634
15;14;0.974925
15;15;0.000000
15;16;0.561386
15;17;0.646352
15;18;0.986908
15;19;0.971186
15;20;0.537935
15;21;0.713539
15;22;0.973729
15;23;0.618590
15;24;0.565902
15;25;0.543135
15;26;0.690624
15;27;0.611115
15;28;0.975580
15;29;0.985833
15;30;0.707601
15;31;0.687597
15;32;0.540552
15;33;0.661961
15;34;0.799520
15;35;0.977311
15;36;0.982036
15;37;0.981880
15;38;0.667189
15;39;0.163680
15;40;0.967906
15;41;0.951931
15;42;0.497790
15;43;0.975474
15;44;0.401490
15;45;0.476171
15;46;0.758469
15;47;0.733111
15;48;0.917558
15;49;0.982009
15;50;0.240186
15;51;0.976113
15;52;0.669071
15;53;0.604283
15;54;0.610417
15;55;0.449391
15;56;0.579352
15;57;0.537882
15;58;0.662840
15;59;0.499144
15;60;0.531336
15;61;0.376005
15;62;0.974830
15;63;0.384456
15;64;0.682950
15;65;0.584256
15;66;0.653154
15;67;0.588668
15;68;0.969852
15;69;0.691788
15;70;0.598048
15;71;0.634825
15;72;0.828929
15;73;0.636616
15;74;0.702274
15;75;0.594999
15;76;0.301390
15;77;0.840047
15;78;0.537703
15;79;0.385585
15;80;0.589393
15;81;0.737412
16;0;0.813166
16;1;0.861614
16;2;0.692215
16;3;0.616562
16;4;0.827251
16;5;0.720667
16;6;0.818337
16;7;0.991092
16;8;0.756104
16;9;0.989235
16;10;0.721143
16;11;0.987793
16;12;0.823842
16;13;0.578677
16;14;0.989992
16;15;0.561386
16;16;0.000000
16;17;0.844398
16;18;0.987901
16;19;0.987239
16;20;0.755391
16;21;0.873860
16;22;0.987341
16;23;0.807322
16;24;0.828932
16;25;0.802057
16;26;0.855093
16;27;0.827211
16;28;0.988687
16;29;0.991463
16;30;0.883646
16;31;0.863229
16;32;0.799181
16;33;0.849749
16;34;0.918872
16;35;0.991883
16;36;0.988078
16;37;0.985666
16;38;0.835811
16;39;0.530189
16;40;0.980764
16;41;0.971681
16;42;0.689130
16;43;0.987305
16;44;0.686356
16;45;0.754622
16;46;0.895930
16;47;0.898454
16;48;0.960298
16;49;0.991201
16;50;0.607520
16;51;0.988515
16;52;0.855129
16;53;0.669919
16;54;0.796150
16;55;0.778676
16;56;0.781412
16;57;0.578647
16;58;0.532438
16;59;0.780349
16;60;0.461174
16;61;0.650576
16;62;0.987792
16;63;0.744972
16;64;0.866863
16;65;0.816666
16;66;0.830506
16;67;0.824667
16;68;0.985776
16;69;0.748120
16;70;0.783776
16;71;0.853234
16;72;0.797471
16;73;0.844199
16;74;0.854485
16;75;0.771646
16;76;0.684493
16;77;0.931207
16;78;0.791859
16;79;0.738277
16;80;0.590435
16;81;0.898376
17;0;0.476416
17;1;0.359085
17;2;0.432828
17;3;0.434055
17;4;0.186946
17;5;0.312319
17;6;0.424847
17;7;0.902888
17;8;0.611439
17;9;0.871431
17;10;0.669507
17;11;0.885608
17;12;0.203685
17;13;0.672092
17;14;0.955927
17;15;0.646352
17;16;0.844398
17;17;0.000000
17;18;0.996049
17;19;0.935979
17;20;0.442644
17;21;0.380672
17;22;0.902819
17;23;0.427544
17;24;0.562700
17;25;0.184297
17;26;0.265514
17;27;0.099701
17;28;0.931569
17;29;0.894225
17;30;0.352525
17;31;0.417700
17;32;0.294749
17;33;0.104262
17;34;0.558441
17;35;0.875263
17;36;0.986659
17;37;0.993776
17;38;0.167588
17;39;0.683864
17;40;0.950501
17;41;0.774418
17;42;0.622717
17;43;0.969154
17;44;0.475901
17;45;0.589030
17;46;0.660859
17;47;0.164778
17;48;0.967598
17;49;0.897070
17;50;0.641932
17;51;0.975273
17;52;0.327597
17;53;0.708208
17;54;0.347954
17;55;0.378026
17;56;0.284618
17;57;0.855227
17;58;0.440623
17;59;0.312772
17;60;0.364281
17;61;0.738150
17;62;0.973417
17;63;0.223042
17;64;0.345205
17;65;0.316345
17;66;0.231818
17;67;0.316224
17;68;0.890081
17;69;0.856871
17;70;0.657908
17;71;0.166691
17;72;0.623916
17;73;0.197663
17;74;0.490799
17;75;0.703958
17;76;0.454527
17;77;0.534274
17;78;0.124729
17;79;0.642699
17;80;0.488594
17;81;0.296882
18;0;0.994514
18;1;0.995961
18;2;0.996602
18;3;0.988791
18;4;0.996035
18;5;0.991693
18;6;0.995100
18;7;1.000000
18;8;0.992743
18;9;0.999611
18;10;0.992519
18;11;0.999510
18;12;0.995226
18;13;0.984653
18;14;1.000000
18;15;0.986908
18;16;0.987901
18;17;0.996049
18;18;0.000000
18;19;0.999780
18;20;0.993316
18;21;0.995842
18;22;0.999520
18;23;0.995086
18;24;0.994781
18;25;0.995425
18;26;0.995734
18;27;0.995814
18;28;1.000000
18;29;1.000000
18;30;0.995606
18;31;0.995690
18;32;0.995266
18;33;0.996568
18;34;0.997940
18;35;0.999711
18;36;1.000000
18;37;0.999714
18;38;0.996026
18;39;0.987761
18;40;0.999320
18;41;0.693868
18;42;0.989821
18;43;0.999636
18;44;0.989195
18;45;0.993676
18;46;0.997456
18;47;0.996939
18;48;0.996576
18;49;1.000000
18;50;0.992161
18;51;1.000000
18;52;0.996152
18;53;0.982447
18;54;0.994616
18;55;0.994926
18;56;0.994504
18;57;0.976509
18;58;0.995845
18;59;0.994679
18;60;0.580030
18;61;0.981555
18;62;0.999847
18;63;0.994430
18;64;0.996496
18;65;0.995348
18;66;0.995985
18;67;0.686268
18;68;0.999497
18;69;0.184590
18;70;0.994114
18;71;0.996006
18;72;0.998290
