class labels,features,ngrams,num_comp,classifier,measure,value
my,tfidf,bi,10,Dummy,Recall,0.0476190476
my,tfidf,bi,400,Nearest Neighbors,Recall,0.5079365079
google,tfidf,quad,100,Naive Bayes,Recall,0.1904761905
my,tfidf,all,200,Logistic Regression,Precision,0.4955277412
google,tfidf,all,10,Random Forest,Precision,0.3053922134
my,numoc,tri,all,Naive Bayes,Recall,0.2698412698
my,tfidf,all,300,RBF SVM,Score,0.2222222222
google,tfidf,tri,300,Logistic Regression,Score,0.5
my,tfidf,tri,10,AdaBoost,Fscore,0.2982034121
google,tfidf,tri,10,Dummy,Recall,0.5158730159
google,tfidf,tri,400,Neural Net,Score,0.4761904762
my,justc,tri,all,RBF SVM,Precision,0.0010078105
my,tfidf,bi,10,AdaBoost,Precision,0.3245116638
my,tfidf,tri,400,Logistic Regression,Score,0.4365079365
google,tfidf,bi,100,Neural Net,Recall,0.4126984127
my,tfidf,all,10,Random Forest,Score,0.3095238095
google,tfidf,all,400,Dummy,Recall,0.5158730159
google,tfidf,bi,100,Nearest Neighbors,Precision,0.3752834467
my,justc,bi,all,Naive Bayes,Score,0.2698412698
my,tfidf,uni,200,RBF SVM,Fscore,0.0808080808
google,tfidf,bi,200,Naive Bayes,Fscore,0.193762548
google,tfidf,uni,10,Naive Bayes,Recall,0.2063492063
my,tfidf,tri,300,Linear SVM,Score,0.4047619048
my,tfidf,all,300,Naive Bayes,Fscore,0.225125329
google,tfidf,uni,400,Linear SVM,Recall,0.4444444444
my,tfidf,bi,400,Decision Tree,Recall,0.3253968254
google,tfidf,quad,10,Dummy,Fscore,0.3511177595
google,tfidf,quad,300,Neural Net,Score,0.4523809524
google,tfidf,all,200,Naive Bayes,Fscore,0.2115912079
my,tfidf,quad,200,Nearest Neighbors,Recall,0.3253968254
my,tfidf,bi,300,Random Forest,Recall,0.2301587302
my,tfidf,all,100,Linear SVM,Precision,0.489238005
my,tfidf,tri,100,Neural Net,Precision,0.4688552189
my,tfidf,tri,200,Naive Bayes,Recall,0.3095238095
my,tfidf,tri,200,Linear SVM,Precision,0.4235802524
google,tfidf,uni,10,Linear SVM,Fscore,0.3571555895
my,tfidf,bi,400,AdaBoost,Score,0.380952381
google,tfidf,uni,300,Decision Tree,Score,0.4206349206
google,tfidf,uni,200,Decision Tree,Score,0.4444444444
my,tfidf,tri,100,Logistic Regression,Fscore,0.424937278
google,tfidf,quad,100,Nearest Neighbors,Recall,0.4603174603
my,numoc,bi,all,Nearest Neighbors,Precision,0.0251952633
google,numoc,uni,all,Random Forest,Recall,0.4523809524
google,tfidf,all,10,Decision Tree,Precision,0.3972809554
google,tfidf,quad,300,Linear SVM,Recall,0.4285714286
my,tfidf,tri,200,Random Forest,Recall,0.253968254
my,tfidf,quad,200,Neural Net,Fscore,0.448628067
google,tfidf,tri,10,Neural Net,Fscore,0.3853940823
my,tfidf,tri,400,Naive Bayes,Precision,0.064499874
my,tfidf,tri,300,Neural Net,Recall,0.4126984127
my,numoc,bi,all,Logistic Regression,Fscore,0.1146825397
google,tfidf,bi,400,RBF SVM,Score,0.5158730159
google,tfidf,uni,10,Nearest Neighbors,Score,0.5158730159
my,tfidf,uni,100,Random Forest,Precision,0.3614613457
google,numoc,bi,all,Dummy,Score,0.4761904762
google,tfidf,quad,300,RBF SVM,Precision,0.2661249685
my,tfidf,quad,300,Dummy,Recall,0.0476190476
google,tfidf,tri,400,Random Forest,Recall,0.5238095238
google,justc,bi,all,Decision Tree,Fscore,0.3072196621
google,justc,tri,all,Linear SVM,Recall,0.4761904762
google,tfidf,all,400,Random Forest,Recall,0.5
google,tfidf,all,400,Linear SVM,Score,0.4682539683
google,tfidf,bi,400,Nearest Neighbors,Fscore,0.412772517
my,tfidf,quad,200,Dummy,Fscore,0.0043290043
my,tfidf,uni,10,Linear SVM,Score,0.2698412698
my,tfidf,tri,100,AdaBoost,Score,0.3968253968
google,tfidf,tri,200,Nearest Neighbors,Recall,0.4761904762
my,tfidf,bi,400,Linear SVM,Fscore,0.4170919655
my,tfidf,all,400,Neural Net,Recall,0.4761904762
google,tfidf,bi,300,Decision Tree,Score,0.4126984127
my,tfidf,bi,100,RBF SVM,Precision,0.049382716
google,justc,bi,all,Decision Tree,Score,0.4761904762
google,tfidf,quad,100,Linear SVM,Fscore,0.3768432626
my,tfidf,tri,300,Linear SVM,Precision,0.4377161199
google,tfidf,all,100,RBF SVM,Fscore,0.3511177595
my,tfidf,all,300,Nearest Neighbors,Score,0.2936507937
my,numoc,uni,all,Linear SVM,Score,0.4126984127
my,justc,tri,all,AdaBoost,Precision,0.0728143109
google,tfidf,tri,400,Naive Bayes,Score,0.5158730159
google,tfidf,tri,10,Linear SVM,Fscore,0.3475355054
google,tfidf,all,300,Random Forest,Score,0.4920634921
my,numoc,tri,all,Logistic Regression,Recall,0.2698412698
my,tfidf,tri,10,Dummy,Fscore,0.0043290043
my,tfidf,all,200,Dummy,Recall,0.0476190476
my,tfidf,tri,400,Neural Net,Score,0.4444444444
my,tfidf,bi,10,Nearest Neighbors,Precision,0.4239627342
my,tfidf,uni,200,Neural Net,Recall,0.4841269841
my,justc,bi,all,AdaBoost,Fscore,0.1146825397
google,tfidf,uni,100,Decision Tree,Score,0.4603174603
my,tfidf,quad,10,Decision Tree,Precision,0.3192375335
google,tfidf,uni,300,Dummy,Precision,0.2661249685
google,justc,uni,all,Linear SVM,Score,0.4523809524
my,tfidf,quad,400,Dummy,Fscore,0.0043290043
my,numoc,tri,all,Dummy,Recall,0.0317460317
my,justc,bi,all,Dummy,Fscore,0.001953602
my,tfidf,all,400,AdaBoost,Score,0.4047619048
my,tfidf,uni,10,Decision Tree,Precision,0.3436458924
my,numoc,bi,all,Dummy,Score,0.0317460317
my,tfidf,quad,100,Random Forest,Fscore,0.2994653674
my,tfidf,uni,10,Neural Net,Score,0.4206349206
google,tfidf,uni,100,RBF SVM,Recall,0.5158730159
google,tfidf,tri,300,AdaBoost,Recall,0.4444444444
my,tfidf,all,100,Linear SVM,Score,0.4841269841
my,tfidf,quad,200,Dummy,Recall,0.0476190476
my,tfidf,tri,100,Neural Net,Recall,0.4365079365
google,tfidf,quad,300,Decision Tree,Recall,0.3650793651
my,justc,uni,all,RBF SVM,Precision,0.3022486772
my,tfidf,bi,400,RBF SVM,Precision,0.049382716
google,tfidf,quad,100,RBF SVM,Score,0.5158730159
google,tfidf,uni,400,RBF SVM,Score,0.5158730159
google,tfidf,quad,200,Neural Net,Score,0.4206349206
google,tfidf,quad,200,Random Forest,Recall,0.4841269841
google,justc,tri,all,Linear SVM,Score,0.4761904762
google,tfidf,all,400,Neural Net,Fscore,0.4284072144
my,tfidf,all,10,RBF SVM,Score,0.4206349206
google,tfidf,uni,100,Dummy,Recall,0.5158730159
google,numoc,uni,all,Logistic Regression,Fscore,0.3742495053
my,tfidf,all,400,Dummy,Precision,0.0022675737
my,tfidf,quad,100,Naive Bayes,Score,0.2698412698
google,tfidf,uni,200,Neural Net,Fscore,0.4167300097
google,tfidf,uni,200,AdaBoost,Precision,0.3466386555
my,tfidf,uni,10,Decision Tree,Score,0.3492063492
google,tfidf,bi,100,Random Forest,Recall,0.5158730159
my,justc,bi,all,Logistic Regression,Fscore,0.1146825397
my,tfidf,bi,10,Random Forest,Fscore,0.3913136146
my,tfidf,bi,400,Random Forest,Fscore,0.1761350754
my,tfidf,uni,100,Random Forest,Fscore,0.3100456044
google,tfidf,bi,400,Neural Net,Recall,0.4603174603
my,tfidf,uni,400,Linear SVM,Score,0.5317460317
my,tfidf,all,200,Decision Tree,Fscore,0.34902223
google,tfidf,quad,300,RBF SVM,Recall,0.5158730159
my,tfidf,quad,100,AdaBoost,Precision,0.4588412319
google,tfidf,tri,100,Logistic Regression,Recall,0.4285714286
google,tfidf,tri,100,Random Forest,Fscore,0.3781849657
my,tfidf,uni,400,Linear SVM,Precision,0.5174931808
my,tfidf,quad,300,Decision Tree,Score,0.3253968254
my,tfidf,tri,200,RBF SVM,Fscore,0.0808080808
my,tfidf,all,100,AdaBoost,Fscore,0.4368269346
my,numoc,uni,all,Linear SVM,Precision,0.425885844
my,tfidf,tri,10,Linear SVM,Recall,0.3095238095
my,tfidf,bi,300,Dummy,Precision,0.0022675737
google,justc,uni,all,Naive Bayes,Recall,0.4761904762
google,justc,tri,all,AdaBoost,Fscore,0.3072196621
my,numoc,uni,all,Decision Tree,Precision,0.2813187256
google,tfidf,uni,100,Random Forest,Score,0.5238095238
my,tfidf,all,400,Linear SVM,Recall,0.4523809524
google,tfidf,tri,10,Dummy,Score,0.5158730159
my,tfidf,uni,100,Logistic Regression,Fscore,0.3978438483
google,tfidf,all,10,Neural Net,Score,0.4841269841
my,justc,uni,all,AdaBoost,Fscore,0.2911506952
google,tfidf,uni,100,Decision Tree,Precision,0.4130525774
my,tfidf,all,200,Neural Net,Fscore,0.4608835913
google,justc,bi,all,Linear SVM,Fscore,0.3072196621
google,tfidf,quad,400,AdaBoost,Recall,0.4523809524
google,tfidf,bi,10,Linear SVM,Precision,0.2661249685
my,tfidf,uni,200,Dummy,Precision,0.0022675737
my,tfidf,uni,100,Linear SVM,Recall,0.4920634921
google,tfidf,tri,100,AdaBoost,Fscore,0.3808836666
my,tfidf,bi,100,Nearest Neighbors,Fscore,0.3632354238
my,numoc,tri,all,Linear SVM,Score,0.0317460317
my,justc,tri,all,Naive Bayes,Recall,0.2698412698
my,tfidf,uni,400,RBF SVM,Precision,0.049382716
my,tfidf,all,400,Random Forest,Fscore,0.1657450077
google,tfidf,quad,100,AdaBoost,Precision,0.3303571429
google,tfidf,tri,100,RBF SVM,Fscore,0.3511177595
google,tfidf,quad,100,Random Forest,Precision,0.264439109
google,tfidf,bi,10,RBF SVM,Recall,0.5
google,tfidf,uni,200,Naive Bayes,Score,0.0952380952
google,tfidf,all,10,Linear SVM,Precision,0.2600335527
google,tfidf,uni,100,Logistic Regression,Fscore,0.3792415798
google,tfidf,all,400,Neural Net,Precision,0.4558551352
my,justc,uni,all,Dummy,Precision,0.0010078105
google,tfidf,all,400,AdaBoost,Fscore,0.4316661705
my,tfidf,tri,400,Linear SVM,Precision,0.4549777781
google,numoc,tri,all,Dummy,Score,0.4761904762
google,tfidf,all,300,Logistic Regression,Precision,0.455114382
my,tfidf,bi,200,RBF SVM,Recall,0.2222222222
my,tfidf,tri,200,Random Forest,Score,0.253968254
my,tfidf,tri,100,RBF SVM,Score,0.2222222222
google,tfidf,uni,100,Neural Net,Precision,0.4479330194
google,tfidf,uni,300,AdaBoost,Recall,0.4047619048
google,numoc,bi,all,Naive Bayes,Recall,0.0079365079
google,tfidf,bi,100,Naive Bayes,Score,0.1746031746
my,tfidf,bi,200,Logistic Regression,Score,0.4603174603
google,tfidf,quad,100,RBF SVM,Recall,0.5158730159
google,tfidf,bi,100,Nearest Neighbors,Fscore,0.3930278204
my,tfidf,tri,400,Random Forest,Recall,0.2142857143
my,tfidf,all,400,RBF SVM,Fscore,0.0808080808
google,tfidf,tri,400,AdaBoost,Score,0.4285714286
my,numoc,uni,all,RBF SVM,Recall,0.2698412698
my,tfidf,quad,100,Nearest Neighbors,Fscore,0.4346385366
my,numoc,uni,all,Neural Net,Precision,0.4016145231
google,tfidf,tri,300,Nearest Neighbors,Score,0.5079365079
google,numoc,uni,all,Linear SVM,Precision,0.2614000278
google,tfidf,tri,300,Decision Tree,Recall,0.4285714286
google,tfidf,quad,10,Naive Bayes,Recall,0.0793650794
google,tfidf,uni,300,Dummy,Score,0.5158730159
my,tfidf,uni,100,Dummy,Fscore,0.0043290043
google,tfidf,tri,200,AdaBoost,Recall,0.4920634921
my,tfidf,tri,200,AdaBoost,Fscore,0.4066744543
google,tfidf,uni,400,Decision Tree,Precision,0.3751624245
my,tfidf,bi,400,Neural Net,Precision,0.4362433862
my,tfidf,all,10,Random Forest,Recall,0.3095238095
google,tfidf,bi,10,Neural Net,Recall,0.5238095238
my,tfidf,all,300,RBF SVM,Fscore,0.0808080808
my,tfidf,quad,200,Decision Tree,Score,0.3174603175
my,tfidf,quad,100,Linear SVM,Score,0.4523809524
my,tfidf,all,100,Random Forest,Fscore,0.3099564607
google,tfidf,tri,10,Neural Net,Precision,0.3599446189
google,tfidf,tri,100,Nearest Neighbors,Score,0.4365079365
google,tfidf,uni,10,Neural Net,Score,0.4682539683
my,tfidf,tri,10,RBF SVM,Recall,0.380952381
google,tfidf,all,200,Dummy,Fscore,0.3511177595
google,tfidf,bi,400,AdaBoost,Precision,0.4390034023
google,tfidf,bi,300,Neural Net,Score,0.4365079365
google,tfidf,quad,300,Dummy,Score,0.5158730159
my,numoc,tri,all,Neural Net,Fscore,0.1146825397
google,numoc,uni,all,Linear SVM,Recall,0.4365079365
google,tfidf,bi,200,Linear SVM,Fscore,0.3809800584
my,tfidf,quad,100,Decision Tree,Recall,0.3253968254
my,tfidf,quad,300,AdaBoost,Recall,0.4047619048
my,tfidf,all,100,Logistic Regression,Fscore,0.4540714321
my,tfidf,uni,10,Naive Bayes,Fscore,0.3477460479
google,justc,tri,all,RBF SVM,Recall,0.4761904762
my,tfidf,uni,10,Nearest Neighbors,Recall,0.4365079365
google,tfidf,bi,300,Random Forest,Precision,0.3648607285
google,tfidf,tri,200,Naive Bayes,Precision,0.4888969874
my,tfidf,quad,100,Linear SVM,Precision,0.4826713969
my,tfidf,tri,100,Nearest Neighbors,Score,0.3888888889
google,tfidf,uni,100,Logistic Regression,Recall,0.4206349206
my,tfidf,uni,10,RBF SVM,Precision,0.4220446765
google,tfidf,bi,100,AdaBoost,Recall,0.4285714286
google,tfidf,quad,300,Nearest Neighbors,Score,0.5158730159
google,tfidf,all,300,AdaBoost,Fscore,0.428795241
my,tfidf,uni,300,Linear SVM,Precision,0.4866213152
my,tfidf,bi,300,Random Forest,Precision,0.1681246768
my,justc,tri,all,Random Forest,Score,0.2698412698
google,tfidf,quad,200,Nearest Neighbors,Fscore,0.3775359033
my,tfidf,quad,200,Linear SVM,Precision,0.529974088
my,tfidf,tri,300,Linear SVM,Fscore,0.408381119
google,tfidf,all,200,Logistic Regression,Recall,0.4047619048
google,tfidf,all,100,Naive Bayes,Precision,0.3248095129
google,tfidf,all,200,Linear SVM,Score,0.4523809524
google,tfidf,all,300,Decision Tree,Fscore,0.4241052141
google,tfidf,all,300,Nearest Neighbors,Precision,0.471680111
google,tfidf,bi,300,Decision Tree,Fscore,0.3446170185
google,tfidf,quad,200,Logistic Regression,Precision,0.3818563461
google,justc,tri,all,Decision Tree,Precision,0.2267573696
my,justc,uni,all,Neural Net,Fscore,0.3397312465
google,tfidf,tri,400,Random Forest,Score,0.5238095238
my,tfidf,uni,400,Logistic Regression,Precision,0.3927075487
google,tfidf,all,10,RBF SVM,Precision,0.4004076878
google,justc,tri,all,Naive Bayes,Score,0.0079365079
my,tfidf,quad,200,Dummy,Score,0.0476190476
google,tfidf,quad,300,Dummy,Recall,0.5158730159
google,justc,uni,all,Naive Bayes,Score,0.4761904762
google,tfidf,all,300,Naive Bayes,Recall,0.2063492063
my,tfidf,tri,300,Nearest Neighbors,Recall,0.2857142857
google,tfidf,bi,400,Linear SVM,Fscore,0.3935756373
my,numoc,bi,all,Nearest Neighbors,Score,0.1587301587
my,tfidf,all,300,AdaBoost,Precision,0.4597737609
google,justc,uni,all,Linear SVM,Precision,0.349994007
google,tfidf,all,400,RBF SVM,Precision,0.2661249685
my,justc,bi,all,Linear SVM,Score,0.0317460317
my,tfidf,all,100,Logistic Regression,Precision,0.5059361118
my,tfidf,uni,300,Random Forest,Recall,0.3253968254
my,tfidf,uni,10,Linear SVM,Precision,0.2661535995
google,tfidf,bi,400,Linear SVM,Precision,0.4010809452
my,tfidf,tri,300,AdaBoost,Score,0.4285714286
my,justc,uni,all,Decision Tree,Precision,0.3464585952
my,tfidf,uni,100,Nearest Neighbors,Recall,0.3253968254
google,tfidf,all,400,Logistic Regression,Fscore,0.4495702555
google,tfidf,uni,400,Naive Bayes,Recall,0.0952380952
my,tfidf,uni,400,Nearest Neighbors,Recall,0.3333333333
my,tfidf,quad,10,RBF SVM,Recall,0.380952381
google,tfidf,tri,400,AdaBoost,Fscore,0.3887672826
my,tfidf,tri,100,Nearest Neighbors,Precision,0.4462142743
my,tfidf,tri,10,Nearest Neighbors,Score,0.3174603175
my,justc,bi,all,RBF SVM,Score,0.0317460317
google,tfidf,bi,300,RBF SVM,Fscore,0.3511177595
google,numoc,bi,all,Random Forest,Recall,0.4761904762
my,tfidf,quad,300,Neural Net,Fscore,0.4506401519
my,justc,bi,all,Decision Tree,Recall,0.2698412698
my,tfidf,tri,200,RBF SVM,Precision,0.049382716
my,tfidf,all,300,Random Forest,Recall,0.253968254
my,tfidf,tri,400,Logistic Regression,Recall,0.4365079365
google,tfidf,quad,400,RBF SVM,Fscore,0.3511177595
google,tfidf,all,200,Random Forest,Fscore,0.3493743176
google,tfidf,uni,100,Neural Net,Fscore,0.4165674603
my,tfidf,quad,10,Linear SVM,Fscore,0.314739619
google,tfidf,uni,400,AdaBoost,Recall,0.4047619048
google,tfidf,tri,400,AdaBoost,Recall,0.4285714286
google,tfidf,bi,300,Random Forest,Score,0.5
my,tfidf,uni,400,AdaBoost,Fscore,0.345572924
google,tfidf,quad,300,Decision Tree,Precision,0.3329274096
google,tfidf,all,10,Neural Net,Fscore,0.380543068
my,tfidf,bi,300,Naive Bayes,Fscore,0.2284784733
google,tfidf,quad,100,Naive Bayes,Precision,0.3088151927
google,tfidf,quad,100,Decision Tree,Score,0.4365079365
google,tfidf,quad,200,Decision Tree,Fscore,0.4148533047
my,tfidf,quad,100,Linear SVM,Fscore,0.4491630281
google,tfidf,all,100,Logistic Regression,Score,0.380952381
google,tfidf,uni,300,Decision Tree,Precision,0.3685150828
google,tfidf,uni,100,Logistic Regression,Precision,0.3708721036
google,tfidf,uni,100,Logistic Regression,Score,0.4206349206
google,tfidf,uni,200,Neural Net,Score,0.4603174603
google,tfidf,uni,400,Dummy,Score,0.5158730159
my,tfidf,quad,100,Random Forest,Recall,0.3333333333
my,tfidf,bi,200,Linear SVM,Recall,0.4365079365
my,tfidf,quad,100,Dummy,Precision,0.0022675737
my,tfidf,all,300,Logistic Regression,Recall,0.4523809524
google,tfidf,quad,100,Nearest Neighbors,Fscore,0.4087754629
my,tfidf,quad,400,Naive Bayes,Precision,0.064499874
google,tfidf,uni,200,Dummy,Score,0.5158730159
google,tfidf,bi,100,Decision Tree,Precision,0.3500778089
google,numoc,tri,all,Logistic Regression,Score,0.4761904762
my,numoc,bi,all,RBF SVM,Precision,0.0010078105
google,justc,tri,all,Nearest Neighbors,Precision,0.2267573696
my,numoc,bi,all,RBF SVM,Recall,0.0317460317
my,tfidf,all,300,Decision Tree,Precision,0.368794571
my,tfidf,all,10,Logistic Regression,Fscore,0.401972389
my,justc,uni,all,Neural Net,Score,0.3333333333
my,tfidf,bi,200,Nearest Neighbors,Precision,0.4221938776
google,justc,tri,all,Random Forest,Precision,0.2267573696
google,justc,tri,all,Linear SVM,Precision,0.2267573696
google,tfidf,all,300,Decision Tree,Score,0.4523809524
my,tfidf,all,100,RBF SVM,Recall,0.2222222222
google,tfidf,quad,10,Decision Tree,Score,0.4206349206
google,tfidf,uni,10,Decision Tree,Score,0.4365079365
my,tfidf,all,200,Nearest Neighbors,Precision,0.4341831024
google,tfidf,uni,300,Random Forest,Precision,0.3439918667
my,justc,uni,all,Logistic Regression,Recall,0.3412698413
my,tfidf,tri,400,Decision Tree,Fscore,0.3543599258
my,tfidf,uni,200,Neural Net,Fscore,0.4734802033
google,numoc,tri,all,Decision Tree,Precision,0.2267573696
google,tfidf,all,100,Linear SVM,Score,0.4047619048
google,tfidf,quad,400,Logistic Regression,Precision,0.4128721073
google,numoc,bi,all,Naive Bayes,Score,0.0079365079
google,tfidf,all,200,Decision Tree,Recall,0.4285714286
my,justc,uni,all,Naive Bayes,Fscore,0.0447127208
google,tfidf,tri,200,Random Forest,Score,0.5079365079
google,tfidf,quad,200,Nearest Neighbors,Score,0.4841269841
my,tfidf,bi,200,Neural Net,Precision,0.4658258491
google,tfidf,all,200,Decision Tree,Score,0.4285714286
my,tfidf,uni,100,Decision Tree,Recall,0.373015873
my,tfidf,bi,200,Naive Bayes,Precision,0.3696548795
google,tfidf,uni,200,RBF SVM,Recall,0.5158730159
google,tfidf,quad,100,RBF SVM,Precision,0.2661249685
google,tfidf,bi,400,AdaBoost,Recall,0.5079365079
my,tfidf,quad,100,Neural Net,Precision,0.4635864062
my,tfidf,tri,300,RBF SVM,Recall,0.2222222222
google,tfidf,all,100,Logistic Regression,Fscore,0.3419331564
my,tfidf,bi,100,AdaBoost,Recall,0.4047619048
my,tfidf,tri,300,Random Forest,Recall,0.3253968254
google,tfidf,bi,100,Decision Tree,Fscore,0.3638196019
google,tfidf,tri,200,Decision Tree,Recall,0.4126984127
google,tfidf,all,400,Nearest Neighbors,Precision,0.4523633157
my,tfidf,tri,200,Random Forest,Fscore,0.1844960068
google,tfidf,quad,300,Logistic Regression,Fscore,0.4314243578
my,tfidf,uni,100,Dummy,Precision,0.0022675737
google,tfidf,uni,300,Nearest Neighbors,Score,0.4682539683
my,tfidf,tri,300,Logistic Regression,Score,0.4126984127
google,tfidf,quad,400,Decision Tree,Fscore,0.3964131107
my,tfidf,quad,10,Logistic Regression,Precision,0.4146448087
my,tfidf,bi,300,RBF SVM,Score,0.2222222222
my,tfidf,uni,100,Logistic Regression,Score,0.4206349206
my,tfidf,all,200,Logistic Regression,Recall,0.4523809524
google,tfidf,tri,400,Dummy,Fscore,0.3511177595
google,tfidf,bi,400,RBF SVM,Precision,0.2661249685
my,tfidf,bi,10,Nearest Neighbors,Recall,0.3650793651
my,tfidf,tri,100,Logistic Regression,Recall,0.4285714286
google,tfidf,quad,300,Neural Net,Recall,0.4523809524
my,tfidf,all,10,Linear SVM,Recall,0.3015873016
my,tfidf,quad,300,Dummy,Fscore,0.0043290043
my,justc,uni,all,Nearest Neighbors,Score,0.2777777778
my,tfidf,uni,200,Linear SVM,Score,0.4920634921
my,tfidf,all,400,Dummy,Fscore,0.0043290043
google,tfidf,all,300,Decision Tree,Recall,0.4523809524
google,tfidf,uni,300,AdaBoost,Score,0.4047619048
google,tfidf,tri,10,Naive Bayes,Score,0.0952380952
my,tfidf,tri,10,Logistic Regression,Recall,0.3650793651
my,justc,uni,all,Neural Net,Recall,0.3333333333
my,tfidf,bi,200,Neural Net,Fscore,0.4347891685
google,tfidf,bi,100,Logistic Regression,Recall,0.4126984127
my,numoc,tri,all,Linear SVM,Precision,0.0010078105
my,tfidf,bi,300,Decision Tree,Score,0.380952381
my,tfidf,quad,400,Decision Tree,Precision,0.2696403073
google,tfidf,bi,100,Decision Tree,Score,0.380952381
google,tfidf,tri,300,Random Forest,Precision,0.3736383442
my,tfidf,tri,100,Dummy,Fscore,0.0043290043
my,justc,tri,all,Dummy,Precision,0.0010078105
my,numoc,tri,all,RBF SVM,Fscore,0.001953602
google,numoc,bi,all,AdaBoost,Fscore,0.3072196621
my,tfidf,tri,10,Nearest Neighbors,Fscore,0.3114932462
google,numoc,tri,all,AdaBoost,Precision,0.2267573696
my,tfidf,quad,10,RBF SVM,Fscore,0.3548823461
my,justc,uni,all,Naive Bayes,Precision,0.0260213375
my,tfidf,quad,100,RBF SVM,Recall,0.2222222222
my,tfidf,bi,200,Dummy,Recall,0.0476190476
google,justc,bi,all,Nearest Neighbors,Recall,0.4761904762
my,tfidf,quad,100,RBF SVM,Score,0.2222222222
my,tfidf,tri,400,Linear SVM,Fscore,0.4248409831
google,tfidf,all,200,Dummy,Score,0.5158730159
my,tfidf,bi,200,AdaBoost,Precision,0.4082641484
my,tfidf,bi,200,Random Forest,Fscore,0.1840071834
google,justc,tri,all,Random Forest,Recall,0.4761904762
google,numoc,uni,all,Random Forest,Precision,0.2224824356
google,tfidf,quad,400,Decision Tree,Precision,0.392962963
my,numoc,uni,all,Logistic Regression,Precision,0.3680332724
google,tfidf,quad,100,Decision Tree,Recall,0.4365079365
my,numoc,tri,all,AdaBoost,Recall,0.2698412698
google,tfidf,tri,100,Nearest Neighbors,Fscore,0.3706326364
google,tfidf,tri,400,Logistic Regression,Precision,0.4468965881
my,justc,tri,all,Random Forest,Recall,0.2698412698
my,tfidf,tri,100,Nearest Neighbors,Fscore,0.4001567169
my,tfidf,bi,400,Dummy,Precision,0.0022675737
my,tfidf,all,100,Naive Bayes,Score,0.3492063492
my,numoc,bi,all,Neural Net,Recall,0.2698412698
google,tfidf,bi,200,AdaBoost,Score,0.4761904762
my,tfidf,bi,10,Naive Bayes,Fscore,0.2959625549
google,tfidf,all,100,AdaBoost,Recall,0.4841269841
my,tfidf,uni,400,Decision Tree,Precision,0.3981172731
google,tfidf,all,10,Logistic Regression,Fscore,0.392574657
google,tfidf,bi,10,Linear SVM,Fscore,0.3511177595
google,tfidf,bi,100,Linear SVM,Precision,0.3531746032
my,tfidf,tri,300,AdaBoost,Recall,0.4285714286
my,tfidf,bi,100,Nearest Neighbors,Score,0.3571428571
my,tfidf,uni,200,Linear SVM,Precision,0.5024132146
my,tfidf,all,100,Dummy,Score,0.0476190476
google,tfidf,quad,200,Neural Net,Precision,0.4071164858
my,tfidf,bi,10,Logistic Regression,Precision,0.4170564059
google,numoc,uni,all,AdaBoost,Recall,0.3492063492
google,tfidf,quad,300,Random Forest,Score,0.4920634921
my,tfidf,uni,300,Naive Bayes,Precision,0.3566036131
my,tfidf,all,100,AdaBoost,Score,0.4285714286
google,tfidf,all,300,Linear SVM,Fscore,0.4164490624
google,tfidf,quad,300,Neural Net,Precision,0.4579041791
my,justc,tri,all,Linear SVM,Precision,0.0010078105
my,tfidf,uni,100,Logistic Regression,Recall,0.4206349206
google,tfidf,bi,400,Dummy,Score,0.5158730159
google,tfidf,quad,300,Naive Bayes,Recall,0.2222222222
my,tfidf,uni,10,Random Forest,Recall,0.3968253968
my,tfidf,uni,400,RBF SVM,Score,0.2222222222
my,justc,tri,all,Decision Tree,Recall,0.2698412698
google,tfidf,tri,10,RBF SVM,Score,0.5
my,tfidf,uni,300,AdaBoost,Precision,0.3683167879
google,justc,uni,all,Dummy,Precision,0.2267573696
my,justc,bi,all,Neural Net,Precision,0.0728143109
my,tfidf,uni,300,Linear SVM,Recall,0.4841269841
google,tfidf,all,10,Dummy,Fscore,0.3511177595
my,tfidf,quad,10,Nearest Neighbors,Fscore,0.3137758626
my,tfidf,quad,400,Linear SVM,Recall,0.4523809524
my,tfidf,all,400,Decision Tree,Precision,0.3709383754
google,tfidf,quad,100,Linear SVM,Recall,0.4285714286
my,tfidf,bi,200,Dummy,Fscore,0.0043290043
google,tfidf,all,100,Nearest Neighbors,Fscore,0.3912270857
my,numoc,tri,all,Logistic Regression,Score,0.2698412698
my,tfidf,uni,100,Decision Tree,Fscore,0.3646226384
my,tfidf,all,100,Decision Tree,Score,0.4047619048
my,tfidf,all,200,Neural Net,Score,0.4603174603
google,tfidf,tri,10,Logistic Regression,Score,0.5
my,tfidf,tri,400,Nearest Neighbors,Score,0.4523809524
my,tfidf,uni,200,Naive Bayes,Fscore,0.3152775964
my,tfidf,uni,200,Logistic Regression,Score,0.4206349206
my,tfidf,uni,10,Decision Tree,Fscore,0.3433692865
my,tfidf,uni,400,Naive Bayes,Fscore,0.335397572
google,tfidf,uni,10,Neural Net,Precision,0.3248861106
my,tfidf,bi,100,Logistic Regression,Score,0.4523809524
my,tfidf,uni,10,Naive Bayes,Score,0.3571428571
google,numoc,tri,all,Naive Bayes,Precision,6.29881582263E-05
my,tfidf,tri,10,Naive Bayes,Precision,0.350704442
google,tfidf,uni,300,Logistic Regression,Precision,0.3788451013
google,tfidf,all,200,Naive Bayes,Score,0.1904761905
