class labels,features,ngrams,num_comp,classifier,measure,value
google,justc,bi,all,Naive Bayes,Recall,0.0079365079
google,numoc,uni,all,Logistic Regression,Precision,0.3387799564
google,tfidf,quad,10,Random Forest,Precision,0.3606331421
my,tfidf,bi,200,Linear SVM,Fscore,0.4382277336
my,tfidf,all,200,RBF SVM,Precision,0.049382716
google,tfidf,uni,100,RBF SVM,Fscore,0.3511177595
my,justc,bi,all,AdaBoost,Recall,0.2698412698
my,tfidf,tri,10,Neural Net,Fscore,0.3790864705
my,justc,tri,all,Decision Tree,Precision,0.0728143109
my,tfidf,all,400,Logistic Regression,Recall,0.4523809524
google,tfidf,bi,200,Linear SVM,Score,0.4126984127
google,tfidf,all,400,Random Forest,Precision,0.3246490883
my,tfidf,all,100,Logistic Regression,Score,0.4523809524
google,tfidf,bi,200,RBF SVM,Precision,0.2661249685
google,tfidf,all,200,RBF SVM,Recall,0.5158730159
my,tfidf,tri,400,Decision Tree,Recall,0.3492063492
my,tfidf,uni,10,Linear SVM,Recall,0.2698412698
my,tfidf,quad,300,Dummy,Score,0.0476190476
my,tfidf,all,300,Logistic Regression,Precision,0.5198125144
google,tfidf,all,200,Neural Net,Precision,0.4042992245
my,tfidf,bi,300,Random Forest,Fscore,0.1470562585
google,tfidf,bi,200,AdaBoost,Fscore,0.4265770933
google,tfidf,all,10,Decision Tree,Fscore,0.3941174537
google,tfidf,all,10,AdaBoost,Recall,0.4365079365
google,tfidf,quad,200,Linear SVM,Recall,0.4285714286
google,tfidf,quad,10,AdaBoost,Recall,0.3888888889
my,tfidf,tri,10,AdaBoost,Score,0.2936507937
google,justc,tri,all,Nearest Neighbors,Recall,0.4761904762
my,tfidf,all,10,Logistic Regression,Recall,0.4126984127
google,tfidf,uni,200,RBF SVM,Score,0.5158730159
my,tfidf,uni,100,Decision Tree,Score,0.373015873
google,tfidf,bi,200,AdaBoost,Recall,0.4761904762
google,tfidf,bi,100,RBF SVM,Recall,0.5158730159
google,numoc,tri,all,Linear SVM,Fscore,0.3072196621
google,tfidf,all,100,Logistic Regression,Recall,0.380952381
google,tfidf,tri,10,Dummy,Fscore,0.3511177595
my,tfidf,bi,200,RBF SVM,Precision,0.049382716
google,justc,uni,all,Nearest Neighbors,Precision,0.3470111449
my,tfidf,all,400,Linear SVM,Score,0.4523809524
my,tfidf,quad,100,Logistic Regression,Precision,0.4781033781
google,tfidf,tri,200,Logistic Regression,Precision,0.4431216931
my,tfidf,tri,10,Nearest Neighbors,Precision,0.336433084
google,tfidf,uni,10,Linear SVM,Precision,0.4129586261
my,justc,tri,all,Random Forest,Fscore,0.1146825397
my,tfidf,all,10,AdaBoost,Score,0.373015873
google,justc,uni,all,AdaBoost,Score,0.4603174603
google,justc,uni,all,Random Forest,Fscore,0.3203980378
my,numoc,tri,all,Decision Tree,Score,0.2698412698
my,tfidf,tri,10,Neural Net,Score,0.373015873
my,tfidf,quad,300,Nearest Neighbors,Fscore,0.250806118
google,tfidf,quad,200,Linear SVM,Precision,0.3876939665
google,tfidf,quad,200,Logistic Regression,Recall,0.3968253968
my,tfidf,tri,400,Neural Net,Precision,0.5214256971
google,tfidf,uni,400,Random Forest,Recall,0.5238095238
google,justc,bi,all,Logistic Regression,Recall,0.4761904762
my,tfidf,all,200,Dummy,Score,0.0476190476
google,tfidf,bi,100,Decision Tree,Recall,0.380952381
my,tfidf,bi,400,Naive Bayes,Fscore,0.1009361009
google,tfidf,all,10,Random Forest,Fscore,0.3516812675
my,tfidf,bi,100,Logistic Regression,Recall,0.4523809524
google,tfidf,all,200,RBF SVM,Fscore,0.3511177595
my,tfidf,uni,100,RBF SVM,Fscore,0.0808080808
google,tfidf,uni,300,Logistic Regression,Fscore,0.3873174469
my,tfidf,quad,100,Decision Tree,Fscore,0.3320154182
my,justc,uni,all,Random Forest,Precision,0.2810171688
my,tfidf,all,100,Random Forest,Score,0.3333333333
my,tfidf,uni,200,Decision Tree,Score,0.3650793651
my,tfidf,uni,10,Nearest Neighbors,Fscore,0.4498428643
google,tfidf,all,10,RBF SVM,Recall,0.5
google,tfidf,tri,100,Decision Tree,Precision,0.3212632275
google,tfidf,quad,300,AdaBoost,Precision,0.3522913868
my,tfidf,quad,400,Dummy,Precision,0.0022675737
my,tfidf,all,200,Naive Bayes,Precision,0.4016487628
my,tfidf,tri,300,Linear SVM,Recall,0.4047619048
google,tfidf,bi,200,Dummy,Recall,0.5158730159
my,tfidf,quad,300,Nearest Neighbors,Recall,0.2857142857
my,tfidf,all,200,AdaBoost,Precision,0.4869482369
google,tfidf,tri,10,Nearest Neighbors,Fscore,0.4359708321
my,justc,uni,all,AdaBoost,Precision,0.2901559052
my,tfidf,tri,10,AdaBoost,Recall,0.2936507937
my,tfidf,quad,10,Decision Tree,Score,0.3253968254
my,tfidf,uni,10,Dummy,Precision,0.0022675737
google,justc,bi,all,Dummy,Recall,0.4761904762
google,numoc,tri,all,Nearest Neighbors,Precision,0.2267573696
my,tfidf,tri,400,Dummy,Precision,0.0022675737
my,justc,uni,all,Nearest Neighbors,Recall,0.2777777778
google,numoc,bi,all,Neural Net,Fscore,0.3072196621
my,tfidf,uni,10,Logistic Regression,Recall,0.4047619048
google,tfidf,tri,10,Random Forest,Score,0.4920634921
google,tfidf,quad,400,Linear SVM,Recall,0.4523809524
my,tfidf,uni,300,Neural Net,Recall,0.4761904762
google,justc,uni,all,RBF SVM,Precision,0.4173772356
my,tfidf,all,400,Dummy,Score,0.0476190476
my,tfidf,tri,100,AdaBoost,Recall,0.3968253968
my,justc,uni,all,AdaBoost,Recall,0.3174603175
my,tfidf,uni,100,Neural Net,Fscore,0.4504024922
google,tfidf,tri,300,Nearest Neighbors,Recall,0.5079365079
my,tfidf,all,100,Nearest Neighbors,Recall,0.3650793651
google,tfidf,tri,10,Logistic Regression,Fscore,0.3971394579
my,tfidf,all,200,Dummy,Fscore,0.0043290043
google,tfidf,uni,200,Random Forest,Fscore,0.3439153439
my,tfidf,quad,300,AdaBoost,Score,0.4047619048
google,tfidf,quad,300,Neural Net,Fscore,0.4299848086
my,tfidf,tri,10,Decision Tree,Fscore,0.4032896624
google,tfidf,bi,100,Linear SVM,Fscore,0.373648846
my,numoc,bi,all,RBF SVM,Fscore,0.001953602
my,numoc,uni,all,AdaBoost,Recall,0.4047619048
my,tfidf,all,100,Dummy,Recall,0.0476190476
google,justc,uni,all,Logistic Regression,Recall,0.4920634921
google,tfidf,bi,100,AdaBoost,Fscore,0.3967085001
google,tfidf,quad,300,Naive Bayes,Fscore,0.2473138488
my,tfidf,bi,100,Linear SVM,Recall,0.4126984127
google,justc,bi,all,Nearest Neighbors,Precision,0.2267573696
my,tfidf,bi,100,Random Forest,Precision,0.3405634048
google,justc,tri,all,RBF SVM,Score,0.4761904762
google,tfidf,bi,100,Naive Bayes,Fscore,0.2047636452
google,tfidf,all,400,RBF SVM,Fscore,0.3511177595
my,numoc,uni,all,AdaBoost,Precision,0.5141065831
my,numoc,tri,all,Neural Net,Precision,0.0728143109
google,tfidf,bi,200,Dummy,Precision,0.2661249685
my,tfidf,uni,200,Random Forest,Score,0.2857142857
my,tfidf,bi,400,Dummy,Score,0.0476190476
my,tfidf,tri,10,Logistic Regression,Score,0.3650793651
google,tfidf,bi,400,Logistic Regression,Recall,0.4603174603
