% 1. Title: App Behavioral Category Classification
% 
% 2. Sources:
%      (a) Creator: P. K. Das
%      (b) Source: Google Play Store dataset
%      (c) Date: January 7, 2017
% 
@RELATION playstore

@ATTRIBUTE _exit NUMERIC
@ATTRIBUTE _llseek NUMERIC
@ATTRIBUTE accept NUMERIC
@ATTRIBUTE arch_prctl NUMERIC
@ATTRIBUTE bind NUMERIC
@ATTRIBUTE brk NUMERIC
@ATTRIBUTE chdir NUMERIC
@ATTRIBUTE clock_gettime NUMERIC
@ATTRIBUTE clone NUMERIC
@ATTRIBUTE close NUMERIC
@ATTRIBUTE connect NUMERIC
@ATTRIBUTE dup NUMERIC
@ATTRIBUTE epoll_create NUMERIC
@ATTRIBUTE epoll_ctl NUMERIC
@ATTRIBUTE epoll_pwait NUMERIC
@ATTRIBUTE eventfd NUMERIC
@ATTRIBUTE execve NUMERIC
@ATTRIBUTE exit_group NUMERIC
@ATTRIBUTE faccessat NUMERIC
@ATTRIBUTE fchmod NUMERIC
@ATTRIBUTE fchmodat NUMERIC
@ATTRIBUTE fcntl NUMERIC
@ATTRIBUTE fdatasync NUMERIC
@ATTRIBUTE flock NUMERIC
@ATTRIBUTE fstat NUMERIC
@ATTRIBUTE fstatat NUMERIC
@ATTRIBUTE fsync NUMERIC
@ATTRIBUTE ftruncate NUMERIC
@ATTRIBUTE futex NUMERIC
@ATTRIBUTE getcwd NUMERIC
@ATTRIBUTE getdents NUMERIC
@ATTRIBUTE getegid NUMERIC
@ATTRIBUTE geteuid NUMERIC
@ATTRIBUTE getgid NUMERIC
@ATTRIBUTE getpgid NUMERIC
@ATTRIBUTE getppid NUMERIC
@ATTRIBUTE getpriority NUMERIC
@ATTRIBUTE getrlimit NUMERIC
@ATTRIBUTE getsockname NUMERIC
@ATTRIBUTE getsockopt NUMERIC
@ATTRIBUTE gettid NUMERIC
@ATTRIBUTE gettimeofday NUMERIC
@ATTRIBUTE getuid NUMERIC
@ATTRIBUTE inotify_add_watch NUMERIC
@ATTRIBUTE inotify_init NUMERIC
@ATTRIBUTE inotify_rm_watch NUMERIC
@ATTRIBUTE ioctl NUMERIC
@ATTRIBUTE kill NUMERIC
@ATTRIBUTE listen NUMERIC
@ATTRIBUTE lseek NUMERIC
@ATTRIBUTE madvise NUMERIC
@ATTRIBUTE mincore NUMERIC
@ATTRIBUTE mkdirat NUMERIC
@ATTRIBUTE mmap NUMERIC
@ATTRIBUTE modify_ldt NUMERIC
@ATTRIBUTE mprotect NUMERIC
@ATTRIBUTE msync NUMERIC
@ATTRIBUTE munmap NUMERIC
@ATTRIBUTE nanosleep NUMERIC
@ATTRIBUTE newfstatat NUMERIC
@ATTRIBUTE openat NUMERIC
@ATTRIBUTE personality NUMERIC
@ATTRIBUTE pipe NUMERIC
@ATTRIBUTE ppoll NUMERIC
@ATTRIBUTE prctl NUMERIC
@ATTRIBUTE pread NUMERIC
@ATTRIBUTE pselect NUMERIC
@ATTRIBUTE pwrite NUMERIC
@ATTRIBUTE read NUMERIC
@ATTRIBUTE readlinkat NUMERIC
@ATTRIBUTE recvfrom NUMERIC
@ATTRIBUTE recvmsg NUMERIC
@ATTRIBUTE renameat NUMERIC
@ATTRIBUTE restart_syscall NUMERIC
@ATTRIBUTE rt_sigaction NUMERIC
@ATTRIBUTE rt_sigprocmask NUMERIC
@ATTRIBUTE rt_sigreturn NUMERIC
@ATTRIBUTE rt_sigtimedwait NUMERIC
@ATTRIBUTE sched_getparam NUMERIC
@ATTRIBUTE sched_getscheduler NUMERIC
@ATTRIBUTE sched_yield NUMERIC
@ATTRIBUTE sendmsg NUMERIC
@ATTRIBUTE sendto NUMERIC
@ATTRIBUTE set_thread_area NUMERIC
@ATTRIBUTE set_tid_address NUMERIC
@ATTRIBUTE setitimer NUMERIC
@ATTRIBUTE setpgid NUMERIC
@ATTRIBUTE setpriority NUMERIC
@ATTRIBUTE setresuid NUMERIC
@ATTRIBUTE setrlimit NUMERIC
@ATTRIBUTE setsockopt NUMERIC
@ATTRIBUTE shutdown NUMERIC
@ATTRIBUTE sigaction NUMERIC
@ATTRIBUTE sigaltstack NUMERIC
@ATTRIBUTE sigreturn NUMERIC
@ATTRIBUTE socket NUMERIC
@ATTRIBUTE socketpair NUMERIC
@ATTRIBUTE statfs NUMERIC
@ATTRIBUTE tgkill NUMERIC
@ATTRIBUTE ugetrlimit NUMERIC
@ATTRIBUTE umask NUMERIC
@ATTRIBUTE uname NUMERIC
@ATTRIBUTE unlinkat NUMERIC
@ATTRIBUTE utimensat NUMERIC
@ATTRIBUTE wait NUMERIC
@ATTRIBUTE write NUMERIC
@ATTRIBUTE writev NUMERIC
@ATTRIBUTE class {alarm_clock,file_explorer,to_do_list,drink_recipes,battery_saver,pdf_reader,video_playback,lunar_calendar,scientific_calculator,wifi_analyzer}

@DATA
19,3,1,65,3,1,0,926,93,3376,25,1015,8,995,74166,2,1,1,491,1,38,1634,68,2,947,44,31,653,146240,0,14,12,41,12,0,0,1239,5,9,217,0,2,13861,4,1,0,20018,0,1,436,10524,0,12,4129,11,1609,0,3229,11,1730,3527,2,7,2,3997,2481,1,1189,99856,49,8104,11526,29,2,2,1486,752,1,0,0,2627,400,19269,1,15,0,1,345,0,1,43,0,10,112,0,32,12,3,0,1,0,0,224,0,1,51593,4342,battery_saver
0,0,0,9,0,0,0,0,9,247,0,109,0,176,4302,0,0,0,47,0,9,109,0,0,8,0,8,0,12569,0,0,0,0,0,0,0,877,0,0,8,0,0,2047,0,0,0,10139,0,0,0,729,0,1,606,0,51,0,554,1,158,96,0,0,0,1998,876,0,0,2884,0,10475,1,7,0,0,210,0,1,0,0,260,0,6235,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,5307,3774,to_do_list
2,0,0,6,0,0,0,0,10,140,0,13,0,17,584,0,0,0,29,0,14,13,0,0,55,0,12,0,1481,0,4,0,0,0,0,0,150,0,0,18,0,0,355,0,0,0,1371,0,0,0,212,0,1,224,0,211,0,153,4,52,165,0,0,0,371,183,0,0,690,3,1304,1,12,3,0,350,1,1,0,0,61,0,747,0,2,0,0,6,0,0,0,0,0,12,0,0,2,0,0,0,0,0,12,0,0,1214,141,battery_saver
6,0,0,19,2,0,0,92,19,1219,6,188,2,323,5553,2,0,0,655,0,203,1264,479,0,1187,0,110,0,51542,0,58,0,208,0,0,1,1155,0,4,216,0,0,2798,0,0,0,8972,0,0,0,3099,0,29,1216,0,222,0,1017,5,849,970,0,1,2,2498,1807,11,1379,4900,1,11886,1,108,1,0,731,0,1,0,0,135,2,6883,0,6,0,0,24,0,0,31,0,0,25,0,7,0,56,0,0,0,0,110,0,0,9169,1992,alarm_clock
57,0,1,60,2,0,0,93,91,1519,8,494,8,313,17819,3,0,0,547,0,34,1703,110,0,1890,0,0,21,95991,0,2,10,295,10,0,0,1347,4,3,19,0,0,6335,0,0,0,9380,0,1,119,4156,0,3,1519,0,501,0,1126,0,1034,1039,0,5,0,3054,1365,1,223,13952,2,8637,2639,1,2,0,882,0,1,0,0,140,157,8927,0,45,0,0,98,0,0,19,0,0,148,0,9,9,1,0,0,0,0,6,0,0,17021,4003,alarm_clock
36,468,1,0,3,1,0,331468,109,3821,14,858,9,433,62007,3,1,1,1964,1,6,997,63,2,659,22056,2,328,114840,0,24836,12,37,12,0,1,1339,0,5,93,0,15134,11673,4,1,0,21089,0,1,28,6979,0,11,3340,204,1376,0,2325,15,0,4804,2,8,1,4156,1683,23,618,92338,36,9328,8511,3,2,0,585,50,2,0,0,2039,226,16906,1,32,0,1,279,0,1,47,0,10,145,0,22,12,2,0,5,0,0,21,0,2,59209,6039,pdf_reader
2,0,0,11,0,0,0,0,15,266,0,48,1,81,5253,1,0,0,78,0,9,222,4,0,268,0,2,0,10522,0,6,0,35,0,0,1,1522,0,0,3,0,0,2286,0,0,0,14125,0,0,0,673,0,1,357,0,281,0,264,4,131,230,0,0,0,3189,438,0,5,5373,4,13615,1,0,0,0,419,0,1,0,0,106,0,6646,0,2,0,0,13,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,10810,601,to_do_list
19,0,1,56,2,0,0,659,78,1408,58,382,8,467,18754,3,0,0,99,0,10,795,56,1,453,0,2,210,57717,0,12,10,33,10,0,1,1125,5,19,51,0,0,5478,0,0,0,12340,0,1,373,3754,0,8,1715,0,623,0,1317,4,334,1672,0,6,1,2843,943,4,372,36302,9,8883,2275,4,4,0,1542,50,1,0,0,443,115,7851,0,18,0,0,96,0,1,32,0,0,97,0,60,11,2,0,0,0,1,16,0,1,39101,3124,to_do_list
80,0,1,134,24,0,0,192,148,1750,142,338,10,472,19349,4,0,0,258,0,31,1050,46,0,683,0,27,230,54932,0,28,12,59,12,0,1,1266,5,70,216,0,0,6470,4,1,0,11013,0,1,260,3993,0,15,1757,0,1192,0,1356,0,689,1505,0,23,11,3210,917,40,397,39746,5,10167,2102,25,0,0,1231,16,1,0,0,230,150,8820,0,79,0,0,211,0,1,163,0,0,228,0,161,10,2,0,0,0,0,29,0,0,43348,2369,battery_saver
0,0,0,5,0,0,0,0,5,185,0,61,1,96,1256,1,0,0,2,0,0,57,0,0,13,0,0,0,4234,0,2,0,0,0,0,1,329,0,0,1,0,0,830,0,0,0,2730,0,0,0,1308,0,0,253,0,154,0,206,0,36,87,0,0,0,728,273,0,0,1259,1,2602,1,0,0,0,246,1,1,0,0,4,0,1513,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2408,788,scientific_calculator
1,0,0,6,0,0,0,0,6,394,0,77,1,110,4715,1,0,0,337,0,35,906,1,0,1078,0,1,0,9888,0,2,0,166,0,0,1,742,0,0,2,0,0,1473,0,0,0,10549,0,0,0,461,0,1,522,0,163,0,477,0,600,282,0,0,0,1557,1246,0,1,2875,1,12776,1,0,0,0,106,0,1,0,0,100,0,7692,0,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5103,1773,alarm_clock
42,3,1,84,3,1,0,492,110,1750,14,414,10,556,29092,4,1,1,224,1,22,765,63,2,559,44,16,208,73655,0,16,12,37,12,0,1,1583,5,5,61,0,2,7171,4,1,0,13937,0,1,472,7291,0,11,2402,11,1749,0,1796,4,901,1693,2,8,1,4491,1139,8,342,49874,50,10526,3952,17,2,2,1297,50,1,0,0,643,87,11243,1,38,0,1,162,0,1,17,0,10,152,0,22,12,2,0,1,0,0,37,0,1,46582,4993,battery_saver
7,0,0,21,0,0,0,0,25,761,0,191,1,317,6307,1,0,0,393,0,41,1138,21,0,1223,0,2,0,36751,0,10,0,188,0,0,1,1691,0,0,5,0,0,2727,0,0,0,16609,0,0,0,1280,0,8,902,0,332,0,741,10,637,484,0,0,0,3703,1627,0,46,6796,4,13622,1,0,1,0,317,0,1,0,0,687,0,7342,0,7,0,0,24,0,0,0,0,0,32,0,0,2,0,0,0,0,0,2,0,0,12613,2822,alarm_clock
111,0,1,124,27,0,0,0,152,2959,466,601,7,1172,46244,2,0,0,179,0,10,2581,30,0,825,0,6,692,85436,0,26,10,24,10,0,0,712,4,182,385,0,0,29368,0,0,0,10171,0,1,559,6011,0,2,2118,0,780,0,1830,1,854,1838,0,5,24,1799,777,5,1458,11010,2,13114,2757,3,4,0,1005,0,1,0,0,970,415,9594,0,101,0,0,164,0,0,307,0,0,263,0,515,9,12,0,0,0,1,82,0,0,11998,1060,alarm_clock
0,0,0,10,0,0,0,0,10,952,0,339,0,372,3124,0,0,0,352,0,33,1143,49,0,1156,0,0,0,24120,0,0,0,184,0,0,0,1274,0,0,0,0,0,2695,0,0,0,6733,0,0,0,720,0,0,403,0,110,0,363,0,661,314,0,0,0,2797,814,0,125,2159,1,10623,1,0,0,0,255,0,1,0,0,55,0,6373,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6354,2711,to_do_list
4,0,0,11,0,0,0,0,11,174,0,38,4,38,269,4,0,1,2,0,0,23,0,0,11,0,0,0,1278,0,0,0,0,0,0,0,130,0,0,3,0,0,321,0,0,0,1050,0,0,0,134,0,0,231,0,98,0,171,0,20,110,0,0,0,267,187,0,0,162,1,628,1,0,2,0,382,0,1,0,0,149,0,343,0,4,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,506,222,alarm_clock
0,0,0,8,0,0,0,0,8,442,0,174,0,152,4113,0,0,0,21,0,3,90,0,0,2,0,2,0,2519,0,2,0,0,0,0,0,649,0,0,2,0,0,1664,0,0,0,9419,0,0,0,382,0,1,546,0,43,0,459,0,112,118,0,0,0,1432,646,0,0,1291,0,13773,1,1,0,0,327,0,1,0,0,103,0,8491,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3396,1068,alarm_clock
6,0,1,36,3,0,0,0,47,572,8,104,9,205,6490,3,0,0,169,0,20,597,116,0,434,0,18,2,57213,0,20,12,79,12,0,1,1483,4,3,37,0,0,2137,4,1,0,11817,0,1,213,2075,0,6,1044,0,681,0,821,1,389,442,0,8,1,3308,1194,4,280,5986,5,10036,71,17,1,2,429,0,1,0,0,350,12,5148,0,5,0,0,57,0,0,5,0,0,53,0,15,10,0,0,0,0,0,22,0,0,11072,2104,alarm_clock
12,0,1,47,2,0,0,166,74,1122,8,255,9,263,14000,3,0,0,148,0,19,572,46,1,466,0,16,169,33596,0,14,12,33,12,0,1,567,5,2,43,0,0,3288,4,1,0,6983,0,1,370,3128,0,10,1501,0,880,0,1035,6,346,1308,0,7,0,1774,446,1,278,28317,10,3747,1960,15,2,2,1034,50,1,0,0,515,73,4602,0,11,0,0,117,0,1,4,0,0,86,0,15,12,2,0,0,0,0,28,0,1,21827,1708,scientific_calculator
21,3,1,62,2,1,0,1697,90,3269,9,579,9,532,33110,3,1,1,856,1,49,3671,1382,2,3197,44,38,256,81077,0,16,12,595,12,0,1,1441,5,2,90,0,2,8002,4,1,0,20317,0,1,464,6474,0,10,3146,11,1549,0,2203,14,1946,4592,2,7,0,4366,1912,1,4410,72592,47,8410,4569,35,1,2,2235,50,1,0,0,1962,151,10496,1,17,0,1,188,0,1,4,0,10,111,0,16,12,2,0,1,0,0,52,0,1,59199,3468,scientific_calculator
0,0,0,12,0,0,0,0,16,916,0,190,0,320,4405,0,0,0,618,0,62,1771,34,0,2032,0,0,0,46488,0,6,0,314,0,0,0,1228,0,0,0,0,0,2583,0,0,0,10785,0,0,0,6128,0,0,851,0,253,0,677,5,1007,598,0,0,0,2718,1979,0,77,5195,3,10113,1,0,2,0,2010,0,1,0,0,149,0,5782,0,0,0,0,14,0,0,0,0,0,16,0,0,2,0,0,0,0,0,2,0,0,11998,7080,alarm_clock
200,3,1,263,80,1,0,674,283,3266,374,446,10,491,24301,4,1,1,1086,1,14,2330,85,2,1826,44,7,275,151168,0,93,12,187,12,0,1,2352,4,196,946,0,2,9677,4,1,0,24659,0,1,348,6065,0,35,3700,11,2432,0,2928,9,2162,2985,2,46,77,6038,1838,121,559,47405,50,7395,2956,4,0,2,1167,50,1,0,0,1816,286,8540,1,195,0,1,503,0,0,387,0,10,483,0,563,12,36,0,1,0,1,23,0,1,24164,4458,alarm_clock
0,0,1,22,1,0,0,41,24,817,0,190,5,304,5344,1,0,0,574,0,60,1691,45,0,1824,0,0,0,15809,0,2,8,300,8,0,1,1428,1,0,1,0,0,2901,0,0,0,9341,0,1,54,803,0,1,556,0,152,0,441,0,992,602,0,4,0,3190,1159,1,89,4570,1,11289,1,0,12,0,330,0,1,0,0,135,0,6509,0,0,0,0,68,0,0,0,0,0,24,0,1,4,1,0,0,0,0,4,0,0,8664,2912,to_do_list
15,3,1,71,3,1,0,448,95,1856,12,121,9,215,7701,3,1,1,7192,1,62,776,149,2,783,44,50,136,79893,0,8490,12,81,12,0,1,896,5,4,107,0,2,2757,4,1,0,7385,0,1,470,5294,0,15,2657,11,1667,0,2022,4,13545,2292,2,7,0,2437,1529,1,482,15357,50,5364,427,47,0,0,2299,232,1,0,0,413,32,3385,1,11,0,1,108,0,1,7,0,10,110,0,19,12,2,0,1,0,0,68,0,1,17372,2037,file_explorer
18,0,1,53,1,0,0,599,74,2560,8,781,8,585,43021,3,0,0,294,0,52,973,56,1,606,0,50,263,97340,0,10,10,33,10,0,1,1810,5,2,102,0,0,10258,0,0,0,22644,0,1,371,8149,0,7,3139,0,635,0,2329,11,644,2781,0,5,0,5006,1299,1,507,94202,9,11073,5826,48,4,0,2553,50,1,0,0,2097,192,13854,0,17,0,0,203,0,1,4,0,0,92,0,9,11,2,0,0,0,0,63,0,1,67279,4937,scientific_calculator
1,0,0,19,0,0,0,0,23,728,0,205,1,326,5672,1,0,0,375,0,39,1144,22,0,1232,0,0,0,23705,0,6,0,188,0,0,1,1602,0,0,2,0,0,2884,0,0,0,11713,0,0,0,1251,0,1,711,0,318,0,583,3,642,421,0,0,0,3593,1386,0,57,5100,4,11177,1,0,1,0,244,0,1,0,0,264,0,6080,0,1,0,0,20,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,9789,3492,to_do_list
0,0,0,0,0,0,0,23665,11,374,0,102,1,167,4984,1,0,0,234,0,23,681,4,0,733,409,0,0,5767,0,4,0,116,0,0,1,908,0,0,1,0,700,1942,0,0,0,10943,0,0,0,747,0,0,465,22,145,0,387,0,0,229,0,0,0,1944,936,0,6,2572,1,13599,1,0,2,0,172,0,1,0,0,51,0,8482,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5059,1355,alarm_clock
23,3,1,62,4,1,0,627,87,1776,14,447,9,371,31009,3,1,1,417,1,17,916,65,2,758,44,8,212,91254,0,14,12,69,12,0,1,1184,5,6,75,0,2,7133,4,1,0,15231,0,1,414,6548,0,17,2778,11,1577,0,2007,16,928,2152,2,9,0,3243,15616,8,396,59494,47,8027,4302,5,0,0,787,50,1,0,0,1473,132,9980,1,19,0,1,178,0,1,17,0,10,110,0,23,10,2,0,1,0,0,24,0,1,46887,3464,alarm_clock
67,3,1,121,2,1,0,234,141,1236,16,305,8,304,24161,2,1,1,918,1,5,2224,34,2,2590,44,2,2,44090,0,10,12,399,12,0,1,1389,4,0,12,0,2,8112,4,1,0,12970,0,1,202,4153,0,6,2693,11,1543,0,1333,0,1624,1279,2,7,0,3655,3468,1,24,16436,30,10806,2345,3,1,2,10404,0,1,0,0,266,127,9048,1,63,0,1,173,0,0,9,0,10,208,0,23,10,0,0,1,0,0,11,0,1,19349,4449,to_do_list
13,0,0,42,2,0,0,28,42,804,3,10,2,12,333,2,0,0,1101,0,38,747,238,0,769,0,19,0,8694,0,6819,0,140,0,0,1,181,0,3,38,0,0,336,0,0,0,2389,0,1,144,791,0,10,906,0,490,0,738,0,12666,838,0,0,0,437,1038,0,569,653,15,426,1,19,0,0,547,0,1,0,0,119,1,176,0,13,0,0,110,0,0,4,0,0,55,0,4,0,4,0,0,0,0,26,0,0,1546,138,file_explorer
47,3,1,63,3,1,0,177,85,1253,27,693,7,187,46012,2,1,1,174,1,17,596,148,2,617,44,17,70,68741,0,6,10,71,10,0,1,1015,5,10,31,0,2,10165,0,0,0,26999,0,1,566,7247,0,3,1885,11,1013,0,1092,0,453,1224,2,5,0,2568,314,1,89,53351,27,9410,7211,16,2,0,1880,0,1,0,0,186,214,14652,1,43,0,1,86,0,1,17,0,10,132,0,28,9,0,0,1,0,0,27,0,1,57150,3163,lunar_calendar
29,0,0,62,13,1,0,123,62,1586,38,98,12,93,1462,12,4,1,1496,0,122,1472,350,0,1749,0,102,0,20283,0,58,0,255,0,0,1,432,0,25,412,0,0,1212,0,0,0,7792,0,0,62,1191,0,13,1186,0,427,0,972,6,1275,1498,0,11,8,1124,932,24,1191,5434,9,3019,1,87,1,9,680,0,2,0,0,1038,13,1646,0,30,0,0,92,0,0,60,0,0,91,0,50,0,68,0,0,2,0,96,0,2,3322,319,battery_saver
30,3,1,63,4,1,0,463,99,1563,15,273,9,358,19435,3,1,1,359,1,38,1177,222,2,1009,44,35,188,61148,0,44,12,129,12,0,1,1316,5,6,91,0,2,5142,4,1,0,12456,0,1,1184,5166,0,14,2233,11,1590,0,1648,0,1062,1533,2,9,2,3459,1547,9,743,24847,49,10541,2292,31,1,0,572,52,1,0,0,461,80,8701,1,13,0,1,149,0,1,18,0,10,129,0,24,10,3,0,1,0,0,49,0,1,22812,2252,alarm_clock
26,3,1,76,3,1,0,303,101,1040,16,167,9,385,11506,3,1,1,166,1,13,579,48,2,480,44,8,182,28805,0,14,12,33,12,0,0,1061,5,6,40,0,2,3059,4,1,0,8375,0,1,424,3035,0,11,1693,11,1556,0,1167,2,768,1113,2,8,1,3004,681,4,260,17414,49,5589,1358,9,3,2,827,50,1,0,0,408,48,4479,1,22,0,1,127,0,1,10,0,10,127,0,24,12,2,0,1,0,0,29,0,1,17458,2366,battery_saver
56,3,1,98,5,1,0,915,127,2645,20,302,10,530,16030,4,1,1,972,1,49,3522,1008,2,3275,44,32,156,71545,0,12,12,587,12,0,1,985,4,9,97,0,2,6474,4,1,0,12302,0,1,394,6269,0,21,2345,11,1720,0,1723,1,1987,2944,2,9,3,2813,1941,14,2434,16768,49,12790,1647,31,2,0,2081,52,1,0,0,1217,61,9751,1,47,0,1,181,0,0,33,0,10,183,0,29,10,6,0,1,0,0,60,0,1,22426,1669,scientific_calculator
4,0,0,24,26,0,0,0,24,1401,64,160,1,248,22865,1,0,0,953,0,125,2938,33,0,2623,0,46,0,75490,0,2,0,401,0,0,1,862,0,52,121,0,0,21223,0,0,0,6754,0,0,650,1341,0,0,1095,0,243,0,997,0,1313,1059,0,0,26,1895,1926,0,74,3986,1,11735,1,44,0,0,203,0,1,0,0,100,26,7220,0,4,0,0,52,0,0,64,0,0,28,0,64,0,0,0,0,0,0,46,0,0,6088,2072,alarm_clock
26,3,1,66,4,1,0,388,91,1013,15,149,8,330,6791,2,1,1,163,1,17,540,48,2,475,44,12,125,35391,0,14,12,33,12,0,0,731,4,6,58,0,2,2199,4,1,0,6654,0,1,424,2404,0,19,1567,11,1509,0,1033,3,678,1135,2,9,2,2021,655,5,186,11941,49,5909,527,12,2,0,1559,50,1,0,0,372,30,3783,1,22,0,1,103,0,1,10,0,10,117,0,23,12,2,0,1,0,0,35,0,1,21925,633,alarm_clock
42,0,0,50,0,0,0,0,50,1001,0,449,0,435,4933,0,0,0,77,0,0,279,0,0,28,0,0,0,17634,0,0,0,0,0,0,0,1576,0,0,28,0,0,4494,0,0,0,10879,0,0,0,1226,0,0,781,0,222,0,687,0,389,203,0,0,0,3365,756,0,0,2646,0,11674,1,0,1,0,1861,0,1,0,0,122,0,6559,0,42,0,0,50,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,7654,2094,alarm_clock
14,3,1,43,2,1,0,695,67,1698,9,445,8,457,24505,2,1,1,373,1,69,1067,171,2,900,44,59,220,196683,0,12,12,99,12,0,0,1139,3,2,104,0,2,7026,4,1,0,11790,0,1,370,5502,0,11,1956,11,1446,0,1387,2,1064,1823,2,7,0,2967,1045,1,591,30627,46,9282,3470,59,2,0,596,50,1,0,0,733,123,9640,1,11,0,1,153,0,0,4,0,10,81,0,16,10,2,0,1,0,0,79,0,1,18417,3180,lunar_calendar
100,734,1,371,20,373,0,147806,563,75823,63,1338,16,318,12876,10,373,373,8823,1,168,8578,1272,182,14457,6624,152,190,169087,0,6100,12,1830,12,0,1,1797,0,38,3049,0,12209,7587,4,1,0,33698,0,1,33,6643,0,25,36423,444,15845,0,20097,17,0,15038,4,1496,14,28405,7193,17,3105,20360,3027,9156,1070,133,109,3339,1919,51,61,0,0,914,61,6455,2,466,0,2,467,0,1,73,4,21,663,0,75,10,376,0,6,742,0,160,0,743,28181,12536,battery_saver
1,0,0,12,0,0,0,0,12,404,0,142,0,219,4962,0,0,1,46,0,0,255,4,0,133,0,0,0,25273,0,0,0,22,0,0,0,1474,0,0,0,0,0,2006,0,0,0,11651,0,0,0,1166,0,0,738,0,63,0,505,0,177,177,0,0,0,3130,996,0,6,5199,0,9473,1,0,0,0,308,0,1,0,0,140,0,5095,0,1,0,0,35,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9881,3377,to_do_list
1,0,0,4,0,0,0,1,8,64,2,6,1,4,18,1,0,0,4,0,0,3,0,0,48,0,0,0,158,0,4,0,0,0,0,1,12,0,0,1,0,0,14,0,0,0,86,0,0,0,36,0,0,81,0,242,0,36,3,1,101,0,0,0,76,6349,0,0,139,4,9,1,0,0,7,56,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,9,0,2,2,0,0,0,0,0,0,0,0,155,11,alarm_clock
1,0,0,4,0,0,0,0,4,54,0,6,1,4,811,1,0,0,14,0,7,2,0,0,19,0,6,0,2181,0,4,0,0,0,0,1,280,0,0,8,0,0,289,0,0,0,2130,0,0,0,196,0,0,87,0,150,0,62,0,18,58,0,0,0,588,57,0,0,1229,1,1063,1,6,1,0,81,0,1,0,0,12,0,0,0,1,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,2456,19,battery_saver
24,3,1,63,2,1,0,463,85,1350,11,258,19,211,15689,13,1,1,239,1,17,861,69,2,782,44,11,158,32512,0,14,12,86,12,0,1,1100,4,3,53,0,2,3510,4,1,0,11561,0,1,438,3058,0,11,2205,11,1523,0,1566,1,1024,1455,2,7,0,2772,1446,1,305,24026,47,5601,1651,12,1,2,1063,50,1,0,0,636,65,4641,1,20,0,1,146,0,1,5,0,10,109,0,18,10,2,0,1,0,0,33,0,1,20883,3578,alarm_clock
0,0,0,11,0,0,0,0,11,534,0,269,0,330,4200,0,0,0,0,0,0,204,0,0,0,0,0,0,8950,0,0,0,0,0,0,0,1778,0,0,0,0,0,3599,0,0,0,7880,0,0,0,617,0,0,218,0,59,0,175,0,104,25,0,0,0,3833,178,0,0,2285,0,9202,1,0,0,0,102,0,1,0,0,101,0,5054,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7598,1626,scientific_calculator
1,0,0,11,0,0,0,0,11,848,0,113,1,160,5958,1,0,0,601,0,2,1657,59,0,1836,0,1,0,43149,0,4,0,309,0,0,1,1134,0,0,2,0,0,2802,0,0,0,13474,0,0,0,1482,0,1,1092,0,185,0,1019,0,863,684,0,0,0,2506,1788,0,181,4413,1,13775,1,0,0,0,235,0,1,0,0,105,0,8058,0,1,0,0,41,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8655,2296,to_do_list
0,0,0,5,0,0,0,0,9,439,0,87,1,162,2952,1,0,0,143,0,30,376,29,0,421,0,18,0,9823,0,4,0,58,0,0,1,804,0,0,19,0,0,1411,0,0,0,5528,0,0,0,366,0,1,313,0,256,0,204,5,201,349,0,0,0,1775,335,0,60,2397,4,6318,1,17,1,0,190,1,1,0,0,55,0,3474,0,0,0,0,7,0,0,0,0,0,9,0,0,2,0,0,0,0,0,17,0,0,5261,568,to_do_list
24,3,1,65,3,1,0,719,97,2057,12,514,9,570,32924,3,1,1,447,1,103,840,58,2,614,44,97,223,74319,0,16,12,35,12,0,0,1398,4,4,150,0,2,7902,4,1,0,16727,0,1,458,6518,0,10,2806,11,1639,0,1914,8,1037,2350,2,7,1,4090,863,1,382,63507,51,9348,4465,94,4,2,1942,50,1,0,0,1348,109,10900,1,20,0,1,219,0,1,7,0,10,121,0,19,12,2,0,1,0,0,117,0,1,46400,3912,scientific_calculator
