% 1. Title: Playstore Data Category Classification
% 
% 2. Sources:
%      (a) Creator: P. K. Das
%      (b) Source: Google Play Store dataset
%      (c) Date: June, 2016
% 
@RELATION playstore

@ATTRIBUTE _llseek NUMERIC
@ATTRIBUTE arch_prctl NUMERIC
@ATTRIBUTE bind NUMERIC
@ATTRIBUTE clock_gettime NUMERIC
@ATTRIBUTE clone NUMERIC
@ATTRIBUTE close NUMERIC
@ATTRIBUTE connect NUMERIC
@ATTRIBUTE dup NUMERIC
@ATTRIBUTE epoll_ctl NUMERIC
@ATTRIBUTE epoll_pwait NUMERIC
@ATTRIBUTE exit_group NUMERIC
@ATTRIBUTE faccessat NUMERIC
@ATTRIBUTE fchmod NUMERIC
@ATTRIBUTE fchmodat NUMERIC
@ATTRIBUTE fcntl NUMERIC
@ATTRIBUTE fdatasync NUMERIC
@ATTRIBUTE flock NUMERIC
@ATTRIBUTE fstat NUMERIC
@ATTRIBUTE fsync NUMERIC
@ATTRIBUTE ftruncate NUMERIC
@ATTRIBUTE futex NUMERIC
@ATTRIBUTE geteuid NUMERIC
@ATTRIBUTE getppid NUMERIC
@ATTRIBUTE getpriority NUMERIC
@ATTRIBUTE getrlimit NUMERIC
@ATTRIBUTE getsockname NUMERIC
@ATTRIBUTE getsockopt NUMERIC
@ATTRIBUTE gettimeofday NUMERIC
@ATTRIBUTE getuid NUMERIC
@ATTRIBUTE inotify_add_watch NUMERIC
@ATTRIBUTE inotify_rm_watch NUMERIC
@ATTRIBUTE ioctl NUMERIC
@ATTRIBUTE kill NUMERIC
@ATTRIBUTE lseek NUMERIC
@ATTRIBUTE madvise NUMERIC
@ATTRIBUTE mkdirat NUMERIC
@ATTRIBUTE mmap NUMERIC
@ATTRIBUTE mprotect NUMERIC
@ATTRIBUTE munmap NUMERIC
@ATTRIBUTE nanosleep NUMERIC
@ATTRIBUTE newfstatat NUMERIC
@ATTRIBUTE openat NUMERIC
@ATTRIBUTE prctl NUMERIC
@ATTRIBUTE pread NUMERIC
@ATTRIBUTE pwrite NUMERIC
@ATTRIBUTE read NUMERIC
@ATTRIBUTE readlinkat NUMERIC
@ATTRIBUTE recvfrom NUMERIC
@ATTRIBUTE renameat NUMERIC
@ATTRIBUTE restart_syscall NUMERIC
@ATTRIBUTE rt_sigaction NUMERIC
@ATTRIBUTE rt_sigprocmask NUMERIC
@ATTRIBUTE rt_sigreturn NUMERIC
@ATTRIBUTE sched_getparam NUMERIC
@ATTRIBUTE sched_getscheduler NUMERIC
@ATTRIBUTE sched_yield NUMERIC
@ATTRIBUTE sendmsg NUMERIC
@ATTRIBUTE sendto NUMERIC
@ATTRIBUTE setpriority NUMERIC
@ATTRIBUTE setrlimit NUMERIC
@ATTRIBUTE setsockopt NUMERIC
@ATTRIBUTE shutdown NUMERIC
@ATTRIBUTE sigaction NUMERIC
@ATTRIBUTE sigaltstack NUMERIC
@ATTRIBUTE socket NUMERIC
@ATTRIBUTE socketpair NUMERIC
@ATTRIBUTE statfs NUMERIC
@ATTRIBUTE tgkill NUMERIC
@ATTRIBUTE ugetrlimit NUMERIC
@ATTRIBUTE unlinkat NUMERIC
@ATTRIBUTE utimensat NUMERIC
@ATTRIBUTE write NUMERIC
@ATTRIBUTE writev NUMERIC
@ATTRIBUTE class {communication,personalization,music_n_audio,media_n_video,education,tools,health_n_fitness,productivity,arcade,entertainment,travel_n_local,news_n_magazines,alarm_clock,shopping,business,libraries_n_demo,adventure,lifestyle,medical,social,books_n_reference}

@DATA
0.0,0.0,0.0,2.76530745265,0.264951169267,0.0922397779426,0.0,0.136760069475,0.136155483104,0.227493952744,0.0,0.529907879881,0.0,0.352584314867,0.528997472271,2.82426871036,0.0,0.95289086812,0.0,0.0,0.125318773909,2.40212470531,0.412138529126,0.0,0.573684444315,0.0,0.368561042534,0.0,0.786382691379,0.0,0.0,0.0362464451809,0.0,1.78301749316,0.112783875554,0.74162565698,0.652416127208,0.126112683655,0.12345335733,0.0,0.611706020888,0.0975354316028,0.169152852921,0.689966744315,3.88916052541,0.178090325154,0.674126244573,0.248079741144,0.0,0.0,0.0,0.172430586353,2.25812303247,0.0,0.0,2.13808358454,2.20848799561,0.404309176327,0.529255438422,0.530517325273,0.0,0.0,0.0,0.0,0.0,0.552955267703,0.0,0.0,0.0,0.92705039684,0.0,0.15155974748,0.0464342352214,tools
0.0,0.0,0.0,2.49454717587,0.21918449689,0.0922270607833,0.0,0.148322705574,0.146909603089,0.227687760083,0.0,0.50630588845,0.0,0.464749573514,0.546922599294,2.5720078387,0.0,0.94318613029,1.38343399448,0.0,0.125743867015,2.2011000648,0.0,0.0,0.723909170159,0.0,0.618770275653,0.0,0.787179758427,0.0,0.0,0.0352654033753,0.0,1.68359399868,0.102629896626,0.74162565698,0.65796861597,0.120709862666,0.127998737994,0.0,0.585994303618,0.0933019730705,0.145687165175,0.716893732961,3.52924371462,0.169442814303,0.674126244573,0.24363738053,1.65366002758,0.0,0.0,0.150815345063,2.25812303247,0.0,0.0,0.914854207396,2.28428171412,0.396537033891,0.529255438422,0.530517325273,0.0,0.0,0.0,0.0,0.0,0.552955267703,1.1928282804,0.0,0.0,1.17653663047,0.0,0.152383792961,0.0481313666521,health_n_fitness
0.0,0.0,0.0,1.20363884422,0.313076871838,0.0826806992195,0.0,0.122839155208,0.12656011222,0.235146521187,0.0,0.459071992182,0.0,0.125593067017,0.453314756452,0.0,0.0,0.46713150619,0.0,0.0,0.119372321519,0.0,0.0,0.0,0.36195458508,0.0,0.0,0.0,0.805140968158,0.0,0.0,0.0332935344744,0.0,1.16641233624,0.103635170692,0.37081282849,0.546176001547,0.10165923546,0.0984991358872,0.0,0.502087893713,0.0740949768945,0.128568727377,0.528323273543,0.0,0.128217473939,0.247219480506,0.25010215654,0.0,0.0,0.0,0.131204153287,0.0,0.0,0.0,1.74673737583,2.75850324788,0.409312844916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552955267703,0.0,0.0,0.0,0.0,0.0,0.14994975758,0.0467915846975,tools
0.0,0.0,0.0,0.0,0.0430832624689,0.0687641060722,0.0,0.100645438872,0.111809828027,0.169181396973,0.0,0.16587118597,0.0,0.125593067017,0.387982134367,0.0,0.0,0.482178538479,0.461144664826,0.0,0.0900621416823,0.0,0.412138529126,0.0,0.0,0.0,0.184280521267,0.0,0.576020214158,0.0,0.0,0.0280067720203,0.0,0.0,0.0936769720213,0.0,0.485248063584,0.0739913072218,0.0918874621445,0.0,0.348176985936,0.0595657970759,0.123132988,0.530565254469,0.0,0.0829428195873,0.155978125913,0.208016991384,0.589045586859,0.0,0.0,0.120071956195,0.398087748421,0.0,0.0,0.0,0.0,0.332226673051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309016798947,0.0,0.111815351848,0.0379296825669,tools
0.0,0.0,0.0,0.953861216248,0.243155737561,0.0885066058141,0.0,0.139311821468,0.150186349523,0.214771550855,0.0,0.452898796121,0.0,0.352584314867,0.58842539427,2.82426871036,0.0,1.01048540354,0.0,0.0,0.114906228398,3.40719644883,0.0,0.0,0.573684444315,0.0,0.326405721386,0.0,0.727174817137,0.0,0.0,0.0343952196949,0.0,1.54896702892,0.0970742612141,0.74162565698,0.587938687027,0.114239586719,0.114503250916,0.0,0.550855134099,0.0772345652974,0.158633068522,0.639906218613,3.84135007563,0.118422836286,0.362169992746,0.251394946626,0.0,0.0,1.59791225187,0.137155086796,0.0,0.0,0.0,0.48333653745,2.1593507065,0.411280167549,0.529255438422,0.0,0.0,0.0,0.0,0.0,0.0,0.552955267703,1.1928282804,0.0,0.0,0.618033597893,0.0,0.141124458042,0.0456761172004,lifestyle
0.0,0.0,0.0,1.63281575944,0.389307839464,0.103018046885,0.0,0.135007257033,0.129662507555,0.241279315951,0.0,0.666089914186,0.0,0.705168629735,0.454207094911,0.0,0.0,1.25210518556,2.57547566046,0.0,0.127580355677,0.0,0.0,0.0,0.573684444315,0.0,1.05781057532,0.0,0.832375797252,0.0,0.0,0.0350861327907,0.0,2.53473581068,0.139662383322,0.37081282849,0.647387365375,0.121266670914,0.107423857155,0.0,0.559086880919,0.0994832374686,0.122384936675,0.55714057144,0.0,0.151751633389,0.247219480506,0.245212730567,3.28979751382,0.0,0.0,0.172430586353,0.0,0.0,0.0,1.21980560986,2.86904321359,0.406840174569,0.529255438422,0.0,0.0,0.0,0.0,0.0,0.0,0.552955267703,0.0,0.0,0.0,1.72584723421,0.0,0.173111304655,0.0457998283414,entertainment
0.0,0.0,0.0,1.61213942567,0.186202762484,0.0871979480859,0.0,0.139756839029,0.138021510194,0.22348459408,0.0,0.11322469903,0.0,0.0,0.496666725851,0.0,0.0,0.46713150619,0.0,0.0,0.120747934246,0.0,0.0,0.0,0.36195458508,0.0,0.348804191613,0.0,0.783780311846,0.0,0.0,0.0333944768763,0.0,1.16641233624,0.11614904599,0.0,0.508660446501,0.0804988543133,0.103376539787,0.0,0.523661485823,0.0641791766902,0.142990100227,0.511905166152,0.0,0.135556413707,0.247219480506,0.247820523159,0.0,0.0,0.0,0.138582745016,0.0,0.0,0.0,0.304951402465,2.86904321359,0.409827337419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552955267703,0.0,0.0,0.0,0.0,0.0,0.150855584777,0.04726975305,productivity
0.0,0.0,0.0,2.09258520237,0.255515513348,0.0880613650524,0.0,0.124688520687,0.138303716039,0.216148372309,0.0,0.481589040882,0.0,0.478177381885,0.489535795694,0.0,0.0,0.793214904015,1.53188941789,0.0,0.119753423456,0.0,0.0,0.0,0.723909170159,0.0,0.475241390696,0.0,0.732982585862,0.0,0.0,0.0336518314586,0.0,1.68359399868,0.118934351482,0.74162565698,0.59565224235,0.121459361804,0.117207490156,0.0,0.559885385125,0.0860938685841,0.1474853464,0.619823472777,0.0,0.152525713473,0.662583772563,0.252952464312,1.95676708415,0.0,1.59791225187,0.169555343044,2.25812303247,0.0,0.0,0.48333653745,1.55868667973,0.409860123328,0.529255438422,0.530517325273,0.0,0.0,0.0,0.0,0.0,0.552955267703,0.0,0.0,0.0,1.20729482569,0.0,0.146518517677,0.047086086786,tools
0.0,0.0,0.0,2.7004885011,0.213442939963,0.0946613680263,0.0,0.139221851089,0.145128568904,0.227796746702,0.0,0.643733522669,0.0,0.659103311898,0.692164890781,3.05740198192,0.0,1.35609861053,0.0,0.0,0.126618307981,5.33727353195,0.412138529126,0.0,0.723909170159,0.0,0.368561042534,0.0,0.78341770982,0.0,0.0,0.0350964912777,0.0,1.79024635526,0.103635170692,0.74162565698,0.595798091659,0.124684489848,0.108142086074,0.0,0.61966173115,0.0972857711167,0.162160576957,0.627924999738,4.1906456076,0.17960135191,0.674126244573,0.254318328221,0.0,0.0,0.0,0.134792651257,2.25812303247,0.0,0.0,2.41668268725,2.28428171412,0.414013771084,0.529255438422,0.530517325273,0.0,0.0,0.0,0.0,0.0,0.552955267703,0.0,0.0,0.0,0.79879683737,0.0,0.152666465436,0.0465747090589,business
0.0,0.0,0.0,0.0,0.189235364372,0.0840448675456,0.0,0.137447272643,0.139932632761,0.19885391088,0.0,0.0,0.0,0.0,0.506982034016,0.0,0.0,0.0,0.0,0.0,0.0595657970759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645224000689,0.0,0.0,0.0317969627467,0.0,1.26269549901,0.121901521385,0.0,0.510079752666,0.0664756194702,0.0994403528452,0.0,0.469626298537,0.0579841231669,0.0676625315243,0.539206335682,0.0,0.130644795267,0.0,0.247421834974,0.0,0.0,0.0,0.15529684534,0.0,0.0,0.0,0.0,0.0,0.404735863405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138689497198,0.0439712430448,lifestyle
