% 1. Title: Playstore Data Category Classification
% 
% 2. Sources:
%      (a) Creator: P. K. Das
%      (b) Source: Google Play Store dataset
%      (c) Date: June, 2016
% 
@RELATION playstore

@ATTRIBUTE _exit NUMERIC
@ATTRIBUTE _llseek NUMERIC
@ATTRIBUTE arch_prctl NUMERIC
@ATTRIBUTE bind NUMERIC
@ATTRIBUTE brk NUMERIC
@ATTRIBUTE chdir NUMERIC
@ATTRIBUTE clock_gettime NUMERIC
@ATTRIBUTE clone NUMERIC
@ATTRIBUTE close NUMERIC
@ATTRIBUTE connect NUMERIC
@ATTRIBUTE dup NUMERIC
@ATTRIBUTE epoll_ctl NUMERIC
@ATTRIBUTE epoll_pwait NUMERIC
@ATTRIBUTE execve NUMERIC
@ATTRIBUTE exit_group NUMERIC
@ATTRIBUTE faccessat NUMERIC
@ATTRIBUTE fchmod NUMERIC
@ATTRIBUTE fchmodat NUMERIC
@ATTRIBUTE fcntl NUMERIC
@ATTRIBUTE fdatasync NUMERIC
@ATTRIBUTE flock NUMERIC
@ATTRIBUTE fstat NUMERIC
@ATTRIBUTE fsync NUMERIC
@ATTRIBUTE ftruncate NUMERIC
@ATTRIBUTE futex NUMERIC
@ATTRIBUTE getcwd NUMERIC
@ATTRIBUTE getegid NUMERIC
@ATTRIBUTE geteuid NUMERIC
@ATTRIBUTE getgid NUMERIC
@ATTRIBUTE getpgid NUMERIC
@ATTRIBUTE getppid NUMERIC
@ATTRIBUTE getpriority NUMERIC
@ATTRIBUTE getrlimit NUMERIC
@ATTRIBUTE getsockname NUMERIC
@ATTRIBUTE getsockopt NUMERIC
@ATTRIBUTE gettid NUMERIC
@ATTRIBUTE gettimeofday NUMERIC
@ATTRIBUTE getuid NUMERIC
@ATTRIBUTE inotify_add_watch NUMERIC
@ATTRIBUTE inotify_rm_watch NUMERIC
@ATTRIBUTE ioctl NUMERIC
@ATTRIBUTE kill NUMERIC
@ATTRIBUTE listen NUMERIC
@ATTRIBUTE lseek NUMERIC
@ATTRIBUTE madvise NUMERIC
@ATTRIBUTE mincore NUMERIC
@ATTRIBUTE mkdirat NUMERIC
@ATTRIBUTE mmap NUMERIC
@ATTRIBUTE modify_ldt NUMERIC
@ATTRIBUTE mprotect NUMERIC
@ATTRIBUTE msync NUMERIC
@ATTRIBUTE munmap NUMERIC
@ATTRIBUTE nanosleep NUMERIC
@ATTRIBUTE newfstatat NUMERIC
@ATTRIBUTE openat NUMERIC
@ATTRIBUTE personality NUMERIC
@ATTRIBUTE ppoll NUMERIC
@ATTRIBUTE prctl NUMERIC
@ATTRIBUTE pread NUMERIC
@ATTRIBUTE pwrite NUMERIC
@ATTRIBUTE read NUMERIC
@ATTRIBUTE readlinkat NUMERIC
@ATTRIBUTE recvfrom NUMERIC
@ATTRIBUTE recvmsg NUMERIC
@ATTRIBUTE renameat NUMERIC
@ATTRIBUTE restart_syscall NUMERIC
@ATTRIBUTE rt_sigaction NUMERIC
@ATTRIBUTE rt_sigprocmask NUMERIC
@ATTRIBUTE rt_sigreturn NUMERIC
@ATTRIBUTE rt_sigtimedwait NUMERIC
@ATTRIBUTE sched_getparam NUMERIC
@ATTRIBUTE sched_getscheduler NUMERIC
@ATTRIBUTE sched_yield NUMERIC
@ATTRIBUTE sendmsg NUMERIC
@ATTRIBUTE sendto NUMERIC
@ATTRIBUTE set_thread_area NUMERIC
@ATTRIBUTE set_tid_address NUMERIC
@ATTRIBUTE setitimer NUMERIC
@ATTRIBUTE setpgid NUMERIC
@ATTRIBUTE setpriority NUMERIC
@ATTRIBUTE setresuid NUMERIC
@ATTRIBUTE setrlimit NUMERIC
@ATTRIBUTE setsockopt NUMERIC
@ATTRIBUTE shutdown NUMERIC
@ATTRIBUTE sigaction NUMERIC
@ATTRIBUTE sigaltstack NUMERIC
@ATTRIBUTE sigreturn NUMERIC
@ATTRIBUTE socket NUMERIC
@ATTRIBUTE socketpair NUMERIC
@ATTRIBUTE statfs NUMERIC
@ATTRIBUTE tgkill NUMERIC
@ATTRIBUTE ugetrlimit NUMERIC
@ATTRIBUTE umask NUMERIC
@ATTRIBUTE uname NUMERIC
@ATTRIBUTE unlinkat NUMERIC
@ATTRIBUTE utimensat NUMERIC
@ATTRIBUTE write NUMERIC
@ATTRIBUTE writev NUMERIC
@ATTRIBUTE class {communication,personalization,video_playback,drink_recipes,music_n_audio,shopping,education,tools,health_n_fitness,productivity,arcade,entertainment,file_explorer,travel_n_local,scientific_calculator,news_n_magazines,alarm_clock,Lifestyle,business,pdf_reader,libraries_n_demo,adventure,wifi_analyzer,_exit,lunar_calendar,lifestyle,medical,battery_saver,social,books_n_reference,to_do_list}

@DATA
142,3,117,4,1,0,279,188,1958,26,374,287,31663,1,1,439,1,4,1339,189,2,1305,2,52,66218,0,12,202,12,0,1,784,4,10,38,0,2,9539,4,0,13732,0,1,257,6988,0,7,2019,11,1678,0,1793,1,626,1709,2,0,2289,637,447,20830,30,13923,4965,1,2,2,546,0,1,0,0,339,215,13834,1,103,0,1,190,0,0,33,0,10,330,0,33,10,0,0,1,0,0,11,0,22848,1066,lifestyle
28,3,68,9,1,0,275,87,1007,37,129,258,6635,1,1,267,1,23,606,48,2,464,17,184,20556,0,12,33,12,0,1,226,5,19,92,0,2,1352,4,0,3452,0,1,438,1485,0,16,1193,11,1418,0,925,2,753,1058,2,2,863,301,260,9614,44,920,919,13,1,2,764,51,1,0,0,696,67,1694,1,24,0,1,113,0,1,34,0,10,115,0,45,10,2,0,1,0,0,60,0,7359,439,tools
0,0,14,0,0,0,0,18,644,0,136,252,5787,0,0,222,0,0,840,158,0,802,0,0,27848,0,0,141,0,0,1,1685,0,0,1,0,0,3564,0,0,12291,0,0,0,1745,0,0,757,0,305,0,600,6,332,423,0,0,3859,1231,346,5721,4,11735,1,0,0,0,537,0,1,0,0,320,0,6212,0,0,0,0,16,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,11511,2838,tools
11,221,0,1,0,0,9462,44,552,5,20,30,863,0,0,4069,0,14,0,51,1,0,8,0,4355,0,0,0,0,0,1,140,0,0,16,0,174,0,0,0,1574,0,1,0,628,0,1,0,95,250,0,354,0,0,577,0,0,412,0,0,3446,6,1027,1,6,4,0,228,50,1,0,0,203,0,630,0,11,0,0,64,0,0,5,0,0,55,0,6,4,0,0,1,0,0,15,0,875,369,video_playback
26,3,70,3,1,0,855,101,1742,14,393,347,36048,1,1,194,1,24,741,58,2,550,18,223,73463,0,12,35,12,0,1,1764,5,5,67,0,2,7791,4,0,17310,0,1,460,5745,0,11,2097,11,1709,0,1648,8,803,2110,2,1,4632,955,389,59689,50,12425,4980,19,2,2,1058,50,1,0,0,1384,111,12651,1,21,0,1,173,0,1,13,0,10,127,0,22,12,2,0,1,0,0,40,0,52308,3050,tools
100,734,371,20,373,0,147806,563,75823,63,225,318,12876,373,373,8823,1,168,0,1272,182,4081,152,0,169087,0,0,371,0,0,1,1797,0,38,3049,0,12209,371,4,0,33698,0,1,33,6643,0,25,32274,444,15845,0,20097,17,0,15038,4,14,28405,2968,0,20360,3027,9156,1070,133,109,3339,1919,51,61,0,0,914,61,6455,2,466,0,2,467,0,1,73,4,21,663,0,75,10,371,0,6,742,0,160,0,28181,12536,productivity
0,0,11,0,0,0,0,15,692,0,177,293,4775,0,0,190,0,7,613,11,0,589,6,0,21745,0,0,90,0,0,1,1521,0,0,7,0,0,3002,0,0,10293,0,0,0,1725,0,0,836,0,287,0,663,4,256,408,0,0,3312,1126,31,5265,4,11108,1,6,0,0,902,0,1,0,0,112,0,6311,0,0,0,0,13,0,0,0,0,0,15,0,0,2,0,0,0,0,0,6,0,10481,3655,productivity
59,3,109,3,1,0,376,139,1626,14,318,669,21986,1,1,247,1,24,728,53,2,496,18,202,79280,0,12,33,12,0,1,2172,5,5,55,0,2,6258,4,0,17555,0,1,438,6524,0,11,2344,11,1856,0,1953,3,967,1512,2,1,5764,1536,302,36351,50,13545,2575,19,2,2,1636,50,1,0,0,579,66,10449,1,54,0,1,182,0,1,9,0,10,198,0,22,12,2,0,1,0,0,40,0,37406,4800,productivity
9,0,96,1,44,44,615,111,13125,10,422,384,27484,44,44,5267,0,5,771,56,1,890,2,208,84188,0,10,33,10,0,1,1272,4,3,173,0,0,7051,0,0,16554,0,1,305,4870,0,7,6166,0,2113,0,3716,6,23421,2628,0,0,6123,2218,352,57914,545,8153,3492,3,4,396,809,759,13,0,0,1086,103,8589,0,52,0,0,198,0,1,5,0,0,120,0,11,9,46,0,0,0,0,18,0,43546,5528,tools
115,0,139,15,0,0,0,152,804,60,94,107,5366,0,0,121,0,17,341,25,0,375,15,67,12006,0,12,24,12,0,1,303,4,33,88,0,0,1748,4,0,2872,0,1,232,1719,0,6,1185,0,1189,0,946,0,216,770,0,7,1012,136,121,3984,5,1701,685,14,2,2,938,0,1,0,0,111,84,1564,0,113,0,0,242,0,0,72,0,0,267,0,67,10,0,0,0,0,0,18,0,5737,395,tools
16,3,57,2,1,0,547,84,1717,9,429,371,23442,1,1,224,1,39,728,58,2,548,36,193,54380,0,12,35,12,0,1,1223,5,2,75,0,2,5988,4,0,13629,0,1,454,5303,0,10,2206,11,1477,0,1645,8,596,1931,2,0,3439,854,342,52768,36,8028,3101,33,2,2,1772,50,1,0,0,1216,106,8478,1,12,0,1,153,0,1,4,0,10,100,0,16,12,2,0,1,0,0,49,0,42541,2826,education
11,0,43,29,0,0,751,65,2990,88,740,405,50904,0,0,256,0,38,1547,60,0,652,36,232,109346,0,10,35,10,0,1,1660,5,59,160,0,0,11457,0,0,21469,0,1,1073,9633,0,7,3597,0,556,0,2701,10,883,3499,0,1,4769,1261,447,109735,5,15482,7298,36,11,0,2521,50,1,0,0,1723,258,16106,0,10,0,0,297,0,1,109,0,0,76,0,90,11,2,0,0,0,0,49,0,65116,4229,productivity
18,3,71,7,1,0,791,90,1868,122,423,657,28979,1,1,272,1,10,1326,67,2,916,2,294,96679,0,12,92,12,0,1,1317,4,42,130,0,2,7128,4,0,14088,0,1,398,6250,0,15,2445,11,1634,0,1851,4,1221,2192,2,5,3490,16368,559,49738,47,10925,4084,3,0,2,828,50,1,0,0,1128,174,10865,1,14,0,1,271,0,1,82,0,10,108,0,134,10,2,0,1,0,1,25,0,37753,3844,tools
18,3,63,3,1,0,1048,91,2322,14,577,453,38074,1,1,368,1,50,1155,213,2,961,40,168,77962,0,12,108,12,0,1,1246,5,5,106,0,2,8685,4,0,16438,0,1,454,6635,0,10,2668,11,1697,0,1910,8,1082,2905,2,1,4117,1088,735,63405,50,9643,5491,40,2,0,1822,50,1,0,0,1387,145,12491,1,13,0,1,251,0,1,9,0,10,109,0,22,12,2,0,1,0,0,58,0,27303,2919,scientific_calculator
23,0,48,2,0,0,0,62,1427,73,467,561,20166,0,0,268,0,3,598,35,0,367,1,124,54652,0,12,28,12,0,0,1738,5,22,33,0,0,6223,4,0,13217,0,1,207,4200,0,6,1916,0,749,0,1420,0,12577,1121,0,0,3930,1765,185,19589,4,11637,2341,2,2,2,1143,0,1,0,0,227,112,9339,0,22,0,0,68,0,1,25,0,0,85,0,80,10,0,0,0,0,0,5,0,24772,4141,tools
473,0,478,17,0,0,0,518,3055,78,401,350,21099,0,0,307,0,46,1443,40,0,533,44,205,93826,0,10,29,10,0,0,1530,4,42,148,0,0,6804,0,0,18383,0,1,947,7391,0,3,4725,0,2240,0,4383,5,445,2605,0,6,4975,2230,320,16822,4,9914,2535,43,4,0,2180,0,1,0,0,278,228,9183,0,445,0,0,1014,0,0,221,0,0,991,0,79,11,1,0,0,0,0,48,0,26721,4731,tools
17,3,49,2,1,0,660,76,2121,9,582,466,33224,1,1,272,1,51,848,58,2,594,48,238,80197,0,12,35,12,0,1,1516,5,2,94,0,2,8170,4,0,17838,0,1,440,6938,0,10,2548,11,1435,0,1913,12,695,2374,2,0,4319,930,432,71950,36,9982,4538,46,2,2,2120,50,1,0,0,1209,146,11307,1,13,0,1,165,0,1,4,0,10,93,0,16,12,2,0,1,0,0,62,0,55083,3941,education
22,3,72,3,1,0,800,101,1795,60,498,760,29349,1,1,161,1,5,1084,58,2,537,2,353,92453,0,12,35,12,0,0,1673,4,17,72,0,2,7381,4,0,16322,0,1,436,7369,0,11,2823,11,1513,0,2181,8,21746,2101,2,1,4478,2063,611,60629,35,9280,3740,3,2,2,2212,50,1,0,0,921,153,9241,1,18,0,1,206,0,1,31,0,10,123,0,68,12,2,0,1,0,1,19,0,48362,3777,productivity
8,0,16,0,2,0,0,19,310,1,26,37,603,8,2,58,0,1,27,0,0,65,0,0,15307,0,0,0,0,0,0,180,1,0,4,0,0,1305,0,0,3001,0,0,2,926,0,0,520,0,363,0,321,4,4651,219,0,0,557,295,0,1077,21,1027,1,1,2,222,628,0,3,0,0,184,0,532,0,8,204,0,15,0,0,0,1,0,27,0,1,2,65,1,0,0,0,1,0,1728,451,tools
0,0,2,0,0,0,0,2,42,0,15,5,66,0,0,2,0,0,6,0,0,0,0,0,464,0,0,0,0,0,0,43,0,0,0,0,0,78,0,0,296,0,0,0,28,0,0,71,0,10,0,44,0,12,23,0,0,98,66,0,68,0,206,1,0,0,0,158,0,1,0,0,0,0,126,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,203,163,tools
0,0,3,0,0,0,0,3,302,0,165,235,5495,0,0,0,0,0,165,0,0,0,0,0,10384,0,0,0,0,0,0,1139,0,0,0,0,0,2424,0,0,10164,0,0,0,819,0,0,620,0,26,0,549,0,271,43,0,0,2386,1060,0,3917,0,13321,1,0,0,0,162,0,1,0,0,60,0,7919,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7140,1997,tools
0,0,5,0,0,0,0,5,144,0,61,106,4939,0,0,0,0,0,61,0,0,0,0,0,15923,0,0,0,0,0,0,1195,0,0,0,0,0,1658,0,0,14817,0,0,0,1506,0,0,209,0,28,0,161,0,76,34,0,0,2452,270,0,4419,0,13849,1,0,0,0,106,0,1,0,0,0,0,7360,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9373,760,tools
31,3,71,3,1,0,418,101,1224,14,232,394,30109,1,1,195,1,25,618,53,2,487,19,182,64581,0,12,33,12,0,1,1397,5,5,55,0,2,6103,4,0,11806,0,1,440,4155,0,11,1733,11,1696,0,1343,3,800,1345,2,1,3874,790,270,34399,50,10816,4277,20,1,2,980,50,1,0,0,658,57,10946,1,25,0,1,136,0,1,11,0,10,132,0,22,12,2,0,1,0,0,40,0,34192,3545,tools
28,3,62,2,1,0,286,80,838,23,94,187,4974,1,1,154,1,17,570,63,2,486,9,157,19922,0,12,44,12,0,0,175,3,7,41,0,2,1104,4,0,2599,0,1,376,1964,0,12,1087,11,1502,0,803,0,739,941,2,0,778,327,273,6146,47,623,843,9,1,2,3048,50,1,0,0,167,44,1174,1,25,0,1,106,0,0,17,0,10,108,0,30,10,3,0,1,0,0,33,0,3201,874,tools
10,3,55,1,1,0,293,69,1093,9,283,336,34308,1,1,254,1,6,1014,90,2,831,1,141,57361,0,10,89,10,0,1,1483,4,2,17,0,2,9425,0,0,10563,0,1,589,2583,0,10,889,11,1074,0,590,0,764,820,2,0,4072,104,221,83205,46,9043,4344,3,2,0,612,50,1,0,0,470,52,11076,1,6,0,1,82,0,1,4,0,10,79,0,10,9,6,0,1,0,1,27,0,90822,3636,tools
2,0,12,0,0,0,52,16,341,0,56,101,2622,0,0,145,0,64,173,16,0,165,62,0,9117,0,0,12,0,0,0,567,0,0,62,0,0,1159,0,0,4095,0,0,62,710,0,1,584,0,173,0,505,3,221,328,0,0,1322,720,50,2256,3,5039,1,60,3,0,130,0,1,0,0,61,0,2897,0,2,0,0,14,0,0,0,0,0,18,0,0,2,1,0,0,0,0,62,0,3736,1305,productivity
0,0,12,0,0,0,0,16,916,0,190,320,4405,0,0,618,0,62,1771,34,0,2032,0,0,46488,0,0,314,0,0,0,1228,0,0,0,0,0,2583,0,0,10785,0,0,0,6128,0,0,851,0,253,0,677,5,1007,598,0,0,2718,1979,77,5195,3,10113,1,0,2,0,2010,0,1,0,0,149,0,5782,0,0,0,0,14,0,0,0,0,0,16,0,0,2,0,0,0,0,0,2,0,11998,7080,health_n_fitness
16,0,35,0,0,0,0,36,734,0,252,217,1831,0,0,76,0,7,395,15,0,274,0,0,199497,0,0,39,0,0,0,2055,0,0,17,0,0,1656,0,0,11032,0,0,17584,1012,0,1,638,0,394,0,478,0,213,330,0,0,4453,594,30,18959,3,6317,1,0,2,0,337,1,1,0,0,251,0,3984,0,16,0,0,66,0,0,0,0,0,52,0,0,0,1,0,0,0,0,2,0,6952,2084,adventure
183,3,217,68,5,0,45714,268,4972,506,808,1626,50603,5,5,1276,5,157,4869,92,10,3346,77,801,139777,0,12,394,12,0,1,1759,5,234,782,0,10,14158,4,0,23208,0,1,624,11153,0,24,3574,55,4190,0,3449,13,3472,4339,10,66,5561,2047,1838,63842,160,9470,6525,73,2,2,1228,50,1,0,0,3285,513,14578,5,167,0,5,457,0,1,507,0,50,451,0,561,12,3,0,5,0,1,159,0,52287,4541,tools
6,0,13,4,0,0,170,13,768,0,185,352,5480,0,0,136,0,18,490,60,0,349,17,0,19033,0,0,61,0,0,0,1446,0,4,48,16,0,3717,0,0,10894,0,0,0,1900,0,0,609,0,165,0,493,0,314,560,0,0,3125,640,177,4861,0,12420,1,17,5,0,778,0,1,0,0,164,0,6417,0,6,0,0,22,0,0,44,0,0,19,0,4,0,0,0,0,0,0,18,0,10261,2180,alarm_clock
44,0,80,7,0,0,787,112,2031,105,478,802,51251,0,0,200,0,6,1304,56,1,543,3,486,101269,0,10,35,10,0,1,1153,5,38,765,0,0,14791,0,0,14671,0,1,311,10501,0,8,2204,0,709,0,1758,7,511,2271,0,6,3337,890,889,67645,6,7177,7310,4,4,0,1186,54,1,0,0,1809,238,11861,0,43,0,0,249,0,1,71,0,0,156,0,112,9,2,0,0,0,1,26,0,43445,2642,tools
555,3,592,88,1,0,1074,622,7796,320,1338,844,100930,1,1,309,1,13,4526,54,2,1037,9,717,252637,0,10,31,10,0,1,3789,5,197,361,0,2,32089,0,0,39463,0,1,3757,27654,2,8,8404,11,3484,92,7599,10,1156,7629,2,48,10046,1499,1087,334040,49,11113,15373,9,4,66,3052,86,2,65,65,1572,741,23350,1,550,0,1,1343,0,1,422,0,10,1177,0,323,11,2,33,1,0,0,28,0,286347,4995,lifestyle
53,3,101,3,1,0,573,130,2223,16,485,579,32461,1,1,340,1,28,1279,263,2,963,14,244,78221,0,12,124,12,0,1,1578,5,6,70,0,2,7914,4,0,15423,0,1,504,7439,0,12,2617,11,1832,0,2184,4,1155,2170,2,1,4805,1620,979,51951,50,9165,4502,14,2,0,1651,50,1,0,0,611,108,11267,1,49,0,1,203,0,1,26,0,10,183,0,24,12,3,0,1,0,0,40,0,45627,5635,tools
2,0,25,2,0,0,0,34,1682,0,245,389,6920,0,0,30,0,5,292,5,0,209,1,0,39156,0,12,13,12,0,0,1170,2,0,8,0,0,3758,4,0,11812,0,1,90,4121,0,5,1877,0,542,0,1255,0,435,1336,0,0,2868,733,0,5361,4,10012,246,0,3,2,596,0,1,0,0,237,18,6359,0,2,0,0,40,0,0,0,0,0,36,0,7,10,0,0,0,0,0,3,0,8711,1583,education
0,0,6,0,0,0,0,6,234,0,114,175,5890,0,0,34,0,5,114,0,0,4,4,0,20012,0,0,0,0,0,0,1247,0,0,4,0,0,2337,0,0,12899,0,0,0,784,0,1,534,0,37,0,408,1,124,37,0,0,2631,780,0,3619,0,13359,1,3,0,0,835,0,1,0,0,288,0,7711,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,7151,2170,productivity
55,3,145,238,1,0,1333,165,3595,558,230,499,9815,1,1,1209,1,121,4072,460,2,2784,88,133,94929,0,12,419,12,0,0,1901,4,473,3960,0,2,6566,4,0,33686,0,1,597,8173,0,83,3851,11,1755,0,3221,0,2313,3814,2,220,4797,3807,1228,16780,48,11170,313,87,2,0,2827,72,1,0,0,467,262,6681,1,51,0,1,183,0,1,597,0,10,220,0,576,10,5,0,1,0,0,107,0,19838,8138,tools
0,88,0,0,0,0,29996,28,626,0,46,84,2978,25,5,86,0,25,0,45,0,0,17,0,21904,0,0,0,0,0,1,1055,0,0,21,0,159,0,0,0,7640,0,0,0,1272,0,1,0,38,258,0,834,3,0,486,0,0,2610,0,0,4900,4,6993,1,17,0,0,803,0,5,0,0,101,0,3341,0,0,0,0,36,0,0,0,0,0,23,0,0,2,0,0,0,0,0,19,0,8996,2024,file_explorer
56,3,101,3,1,0,416,128,1615,14,335,571,24681,1,1,234,1,20,758,58,2,497,15,211,68807,0,12,35,12,0,0,2051,5,5,52,0,2,6591,4,0,16965,0,1,458,6053,0,11,2213,11,1707,0,1878,3,952,1525,2,1,5450,1333,348,40901,49,13161,3027,17,3,2,1374,50,1,0,0,759,71,10739,1,51,0,1,175,0,1,13,0,10,184,0,22,12,2,0,1,0,0,37,0,41087,4579,tools
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,tools
13,0,52,1,0,0,739,67,2223,10,784,607,51567,0,0,219,0,8,1124,75,0,722,1,313,140936,0,10,57,10,0,1,1603,5,3,67,0,0,11017,0,0,22150,0,1,2901,6365,0,8,2919,0,583,0,1979,10,681,2602,0,0,4257,1884,621,96303,4,9552,7350,3,4,0,886,50,1,0,0,1703,229,14526,0,12,0,0,237,0,1,5,0,0,80,0,11,9,3,0,0,0,0,19,0,57843,4691,productivity
11,0,45,1,0,0,961,62,2124,8,549,405,37788,0,0,620,0,81,1846,550,0,1538,72,243,116930,0,10,238,10,0,1,1936,5,2,114,0,0,8459,0,0,21555,0,1,281,6701,0,8,3935,0,428,0,2407,10,1043,2819,0,0,5750,3410,1919,111360,2,12988,4738,72,12,0,12626,50,1,0,0,2689,159,12514,0,10,0,0,286,0,1,4,0,0,73,0,9,9,3,0,0,0,0,85,0,50150,3921,productivity
16,0,46,1,0,0,28,63,966,8,92,110,3388,0,0,71,0,3,417,46,0,540,1,136,262733,0,10,31,10,0,1,1142,4,2,22,0,0,756,0,0,6198,0,1,13305,1722,2,7,907,0,568,99,590,2,184,1134,0,0,2460,96,200,22321,7,608,486,2,11,69,316,84,2,62,62,170,32,844,0,15,0,0,94,0,1,4,0,0,79,0,9,11,2,34,0,0,0,13,0,8674,105,tools
10,0,36,4,0,0,122,46,889,5,125,218,3926,0,0,428,0,132,676,111,0,718,127,0,23895,0,10,102,10,0,1,1338,1,4,169,0,0,2656,4,0,9712,0,1,158,1717,0,3,1191,0,766,0,977,4,628,943,0,2,3344,1081,238,4378,7,7526,1,116,4,0,634,2,1,0,0,336,2,4220,0,10,0,0,50,0,0,55,0,0,56,0,14,7,0,0,0,0,0,122,0,8610,2972,productivity
1,0,27,1,0,0,0,33,369,0,64,57,1762,0,0,24,0,1,95,5,0,178,1,0,19505,0,10,11,10,0,1,304,3,0,2,0,0,1065,0,0,2674,0,1,54,1780,0,0,743,0,227,0,529,0,88,360,0,0,793,463,0,3866,2,1205,95,1,2,0,718,0,1,0,0,52,10,721,0,0,0,0,67,0,1,0,0,0,34,0,1,9,0,0,0,0,0,3,0,4664,466,lunar_calendar
27,3,74,2,1,0,468,97,1602,9,297,438,19533,1,1,397,1,9,1185,88,2,1118,3,162,50410,0,12,139,12,0,0,1257,5,2,96,0,2,5170,4,0,13686,0,1,392,4785,0,11,2182,11,1456,0,1720,1,1212,1638,2,0,3372,1697,353,29339,46,10549,2353,4,1,2,930,50,1,0,0,535,70,9121,1,23,0,1,196,0,1,4,0,10,124,0,16,10,3,0,1,0,0,25,0,24105,2817,lifestyle
0,0,6,0,0,0,0,6,330,0,170,312,3792,0,0,0,0,0,170,0,0,0,0,0,7856,0,0,0,0,0,0,963,0,0,0,0,0,2592,0,0,5977,0,0,0,711,0,0,136,0,36,0,102,0,80,8,0,0,2093,174,0,3069,0,9545,1,0,1,0,65,0,1,0,0,51,0,5976,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5774,2305,education
21,3,55,3,1,0,321,79,1439,13,140,235,21029,1,1,748,1,24,2638,671,2,2570,16,149,35622,0,12,449,12,0,1,724,5,4,55,0,2,4912,4,0,6318,0,1,382,2326,0,15,1136,11,1510,0,834,2,1582,1474,2,1,1983,1042,2074,30927,47,10805,3026,13,0,2,612,50,1,0,0,891,42,9704,1,15,0,1,104,0,1,8,0,10,100,0,20,10,2,0,1,0,1,34,0,30538,1271,tools
65,0,110,3,0,0,623,119,2033,64,614,674,32067,0,0,437,0,24,1000,56,1,525,21,289,76631,0,10,35,10,0,0,1467,3,22,139,0,0,9416,0,0,16777,0,1,311,7658,0,9,2387,0,938,0,1885,12,1453,1956,0,2,3753,1320,536,39315,6,7007,5019,23,4,0,872,50,1,0,0,1664,166,9214,0,65,0,0,237,0,0,40,0,0,184,0,67,9,362,0,0,0,1,40,0,21907,3891,tools
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tools
15,3,71,3,1,0,448,95,1856,12,121,215,7701,1,1,7192,1,62,773,149,2,756,50,136,79893,0,12,81,12,0,1,896,5,4,107,0,2,2756,4,0,7385,0,1,470,5294,0,15,2448,11,1667,0,2022,4,13545,2292,2,0,2437,1511,482,15357,50,5364,427,47,0,0,2299,232,1,0,0,413,32,3385,1,11,0,1,108,0,1,7,0,10,110,0,19,12,2,0,1,0,0,68,0,17372,2037,productivity
16,339,0,3,1,0,190691,79,1287,39,409,283,27897,1,1,152,1,6,0,53,2,0,2,0,70546,0,0,0,0,0,1,1023,0,10,65,0,6987,0,4,0,11418,0,1,26,5379,0,11,0,136,1179,0,1398,13,0,1528,2,1,2826,0,0,44008,33,8832,4377,3,2,0,837,50,1,0,0,1255,106,10460,1,12,0,1,189,0,1,29,0,12,95,0,47,10,0,0,5,0,0,19,0,28594,2625,productivity
1,0,10,0,0,0,0,10,278,0,72,119,1693,0,0,174,0,20,356,6,0,373,11,0,2825,0,0,57,0,0,1,378,0,0,12,0,0,1031,0,0,3714,0,0,0,332,0,0,297,0,177,0,237,1,202,176,0,0,840,434,14,1352,1,3528,1,10,0,0,252,0,1,0,0,183,0,2013,0,1,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,2473,1045,productivity
24,3,62,3,1,0,1145,99,2640,14,1006,573,69096,1,1,283,1,35,1125,58,2,680,32,373,120345,0,12,35,12,0,1,1386,5,5,128,0,2,13525,4,0,21837,0,1,458,8272,0,10,3470,11,1549,0,2378,29,814,3531,2,1,4210,1242,717,108621,36,11046,10232,31,2,2,2133,50,1,0,0,3203,251,19411,1,19,0,1,280,0,1,51,0,10,123,0,22,12,2,0,1,0,0,47,0,70483,4662,tools
