% 1. Title: Playstore Data Category Classification
% 
% 2. Sources:
%      (a) Creator: P. K. Das
%      (b) Source: Google Play Store dataset
%      (c) Date: June, 2016
% 
@RELATION playstore

@ATTRIBUTE _llseek NUMERIC
@ATTRIBUTE arch_prctl NUMERIC
@ATTRIBUTE bind NUMERIC
@ATTRIBUTE clock_gettime NUMERIC
@ATTRIBUTE clone NUMERIC
@ATTRIBUTE close NUMERIC
@ATTRIBUTE connect NUMERIC
@ATTRIBUTE dup NUMERIC
@ATTRIBUTE epoll_ctl NUMERIC
@ATTRIBUTE epoll_pwait NUMERIC
@ATTRIBUTE exit_group NUMERIC
@ATTRIBUTE faccessat NUMERIC
@ATTRIBUTE fchmod NUMERIC
@ATTRIBUTE fchmodat NUMERIC
@ATTRIBUTE fcntl NUMERIC
@ATTRIBUTE fdatasync NUMERIC
@ATTRIBUTE flock NUMERIC
@ATTRIBUTE fstat NUMERIC
@ATTRIBUTE fsync NUMERIC
@ATTRIBUTE ftruncate NUMERIC
@ATTRIBUTE futex NUMERIC
@ATTRIBUTE geteuid NUMERIC
@ATTRIBUTE getppid NUMERIC
@ATTRIBUTE getpriority NUMERIC
@ATTRIBUTE getrlimit NUMERIC
@ATTRIBUTE getsockname NUMERIC
@ATTRIBUTE getsockopt NUMERIC
@ATTRIBUTE gettimeofday NUMERIC
@ATTRIBUTE getuid NUMERIC
@ATTRIBUTE inotify_add_watch NUMERIC
@ATTRIBUTE inotify_rm_watch NUMERIC
@ATTRIBUTE ioctl NUMERIC
@ATTRIBUTE kill NUMERIC
@ATTRIBUTE lseek NUMERIC
@ATTRIBUTE madvise NUMERIC
@ATTRIBUTE mkdirat NUMERIC
@ATTRIBUTE mmap NUMERIC
@ATTRIBUTE mprotect NUMERIC
@ATTRIBUTE munmap NUMERIC
@ATTRIBUTE nanosleep NUMERIC
@ATTRIBUTE newfstatat NUMERIC
@ATTRIBUTE openat NUMERIC
@ATTRIBUTE prctl NUMERIC
@ATTRIBUTE pread NUMERIC
@ATTRIBUTE pwrite NUMERIC
@ATTRIBUTE read NUMERIC
@ATTRIBUTE readlinkat NUMERIC
@ATTRIBUTE recvfrom NUMERIC
@ATTRIBUTE renameat NUMERIC
@ATTRIBUTE restart_syscall NUMERIC
@ATTRIBUTE rt_sigaction NUMERIC
@ATTRIBUTE rt_sigprocmask NUMERIC
@ATTRIBUTE rt_sigreturn NUMERIC
@ATTRIBUTE sched_getparam NUMERIC
@ATTRIBUTE sched_getscheduler NUMERIC
@ATTRIBUTE sched_yield NUMERIC
@ATTRIBUTE sendmsg NUMERIC
@ATTRIBUTE sendto NUMERIC
@ATTRIBUTE setpriority NUMERIC
@ATTRIBUTE setrlimit NUMERIC
@ATTRIBUTE setsockopt NUMERIC
@ATTRIBUTE shutdown NUMERIC
@ATTRIBUTE sigaction NUMERIC
@ATTRIBUTE sigaltstack NUMERIC
@ATTRIBUTE socket NUMERIC
@ATTRIBUTE socketpair NUMERIC
@ATTRIBUTE statfs NUMERIC
@ATTRIBUTE tgkill NUMERIC
@ATTRIBUTE ugetrlimit NUMERIC
@ATTRIBUTE unlinkat NUMERIC
@ATTRIBUTE utimensat NUMERIC
@ATTRIBUTE write NUMERIC
@ATTRIBUTE writev NUMERIC
@ATTRIBUTE class {lunar_calendar,productivity,file_explorer,to_do_list,drink_recipes,battery_saver,pdf_reader,video_playback,alarm_clock,scientific_calculator,wifi_analyzer}

@DATA
0,0,0,0,6,831,0,189,276,6037,0,346,0,29,1321,289,0,1272,0,28,13473,229,1,0,0,0,1,0,6720,0,0,6152,0,0,239,0,1197,67,921,0,663,529,50,2384,745,683,1,16341,0,0,0,1651,2,0,0,0,0,6061,0,0,0,0,0,0,0,0,0,0,0,0,0,10487,3933,battery_saver
0,0,0,43,69,632,0,158,287,4586,0,113,0,11,172,0,0,60,8,0,7126,0,0,0,3,0,15,0,4241,0,0,6849,0,84,894,2,1435,599,872,0,574,444,228,1613,0,3750,18,12723,8,0,2,4727,50,0,0,1,10,6814,2,1,0,0,0,0,0,2,0,0,0,13,0,4653,3905,battery_saver
0,0,0,2,12,5,0,1,0,0,0,5,0,2,0,0,0,1,0,0,49,0,0,0,1,0,0,0,13,0,0,288,1,2,51,0,22,14,5,0,15,10,2,6,0,501,0,0,0,0,0,0,51,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,19,14,file_explorer
0,0,0,0,2,352,0,175,299,3282,0,0,0,0,175,0,0,0,0,0,2962,0,0,0,0,0,0,0,2541,0,0,6390,0,0,88,0,427,10,369,0,108,30,38,714,0,540,0,9604,0,0,0,111,0,0,0,2,0,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,2278,to_do_list
0,0,0,0,599,1886,0,125,178,7566,0,1164,0,100,2750,20,0,3330,4,0,8275,521,1,0,3,0,91,0,7920,0,0,8451,0,91,370,3,2248,898,445,0,1623,1969,112,1990,45,1390,2,9681,4,0,0,1078,0,0,0,77,128,5559,2,1,0,0,0,0,0,2,1,0,0,6,0,10697,2840,alarm_clock
0,0,0,418,65,1004,0,294,243,7245,0,271,0,18,152,0,0,75,16,0,5946,0,0,0,2,0,44,0,8141,0,0,10249,0,20,1080,0,1138,127,732,0,9490,895,47,1059,0,15686,2,7237,16,0,0,609,50,0,0,5,42,4169,2,0,0,0,0,0,0,2,280,0,0,16,0,5495,3693,file_explorer
0,0,0,515,322,2295,0,302,333,4337,0,1621,0,192,3852,6,0,4772,2,0,6649,729,1,53,0,0,114,0,4894,0,0,13144,0,22,879,6,2000,533,1215,0,2475,2132,95,3728,16,3443,15,11132,1,0,0,757,0,0,0,12,0,6356,91,0,0,0,0,0,0,0,0,0,0,5,0,6356,2849,to_do_list
0,0,0,330,28,609,0,166,182,4389,0,72,0,5,152,0,0,70,1,0,4091,0,1,1,1,0,9,0,5379,0,0,7664,0,110,1150,3,783,651,472,0,487,704,75,661,0,14579,18,8934,0,0,0,314,50,0,0,1,40,5320,2,0,0,0,0,0,0,2,0,0,0,5,0,5814,2510,lunar_calendar
35,0,0,10168,32,173,0,32,16,1165,0,44,0,4,0,20,0,0,0,0,2027,0,1,0,0,0,5,86,0,0,0,1542,0,0,87,3,0,243,182,0,0,239,49,0,0,1928,2,1015,0,0,0,177,50,0,0,50,14,431,2,1,0,0,0,0,0,2,0,0,3,2,0,773,288,video_playback
0,0,0,145,77,553,0,155,248,4925,0,19,0,4,161,0,0,49,0,0,7468,0,0,0,3,0,7,0,5281,0,0,7464,0,84,174,3,1127,605,763,0,665,501,101,1307,0,1177,18,9681,0,0,2,238,51,0,0,12,10,5448,2,1,0,0,0,0,0,2,0,0,0,5,0,3449,2450,file_explorer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to_do_list
506,0,0,51921,59,1592,0,165,213,9566,0,609,0,36,0,15,0,0,0,0,11563,0,0,0,0,0,40,1708,0,0,0,13141,0,581,1147,33,0,443,855,0,0,1933,124,0,0,46096,14,10500,0,0,0,199,50,0,0,55,130,6088,2,1,0,0,3,0,0,2,0,0,3,38,0,7395,3614,pdf_reader
0,0,0,0,4,329,0,153,133,4571,0,0,0,0,81,0,0,0,0,0,84,0,0,0,0,0,0,0,1645,0,0,8790,0,0,139,0,455,8,407,0,120,46,13,642,0,1013,0,14583,0,0,0,273,0,0,0,0,0,8949,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,1002,alarm_clock
0,0,0,11,30,183,0,8,3,467,0,122,0,5,146,39,0,181,0,0,913,23,1,0,2,0,8,0,499,0,0,967,0,102,72,3,378,703,232,0,402,290,123,209,99,732,19,419,0,0,0,73,50,0,0,9,4,20,2,1,0,0,0,0,0,2,2,0,0,5,0,393,59,file_explorer
0,0,0,119,30,295,0,88,143,4272,0,38,0,5,77,0,0,15,3,0,5109,0,1,0,2,0,6,0,3882,0,0,4297,0,24,149,0,397,85,246,0,108,290,71,327,0,1148,2,8850,1,0,0,140,50,0,0,63,4,4739,2,1,0,0,0,0,0,2,0,0,0,1,0,2323,2538,battery_saver
0,0,0,57,62,1010,0,423,414,3670,0,12,0,6,234,0,0,6,6,0,723,0,0,0,0,0,6,0,3645,0,0,6785,0,0,624,0,1032,66,800,0,222,232,4,1220,0,2424,0,11663,4,0,0,867,0,0,0,33,0,7000,0,0,0,0,0,0,0,0,0,0,0,4,0,4445,3176,wifi_analyzer
0,0,0,0,2,853,0,45,70,1630,0,24,0,0,42,0,0,22,0,0,1589,0,1,0,0,0,12,0,1350,11,0,2693,0,0,532,0,905,55,747,0,518220,790,42,1431,0,259,1,4316,0,0,0,578,0,0,0,0,0,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,970,file_explorer
0,0,0,119,20,423,0,216,209,8679,0,23,0,5,177,0,0,26,0,0,8987,0,1,0,1,0,2,0,8723,0,0,4654,0,46,281,2,301,268,131,0,365,319,70,93,0,3476,17,10033,0,0,0,47,50,0,0,50,18,5689,0,1,0,0,0,0,0,2,0,0,0,4,0,4572,2621,to_do_list
0,0,0,467,21,662,0,140,166,7650,0,321,0,27,705,0,0,805,1,0,8779,120,1,0,3,0,2,0,8159,0,0,10078,0,22,172,0,748,77,432,0,546,1010,48,1001,0,18159,2,10510,0,0,0,142,50,0,0,0,56,6122,2,1,0,0,0,0,0,2,0,0,0,0,0,4793,3652,alarm_clock
0,0,0,491,17,756,0,235,322,6567,0,67,0,2,198,0,0,41,0,0,10425,0,1,0,3,0,1,0,7466,0,0,8767,0,20,199,0,939,75,561,0,216,915,66,971,0,21915,2,10078,0,0,0,90,50,0,0,30,62,5259,2,1,0,0,0,0,0,2,0,0,0,0,0,5329,3360,pdf_reader
0,0,0,129,42,471,0,129,202,5211,0,43,0,4,145,0,0,66,0,0,5127,0,0,0,2,0,12,0,4685,0,0,6754,0,82,177,3,940,573,613,0,656,454,140,1021,0,9790,18,12640,0,0,0,783,50,0,0,15,28,6782,2,1,0,0,0,0,0,2,10,0,0,5,0,4793,2512,battery_saver
0,0,0,0,36,711,0,170,245,2541,0,430,0,18,427,14,0,403,3,0,2396,60,1,0,0,0,15,0,1908,20,7,4707,0,0,150,6,690,94,374,0,403,389,24,767,32,858,1,7854,2,0,0,933,0,0,0,53,0,4303,0,0,0,0,0,0,0,0,40,0,0,2,0,2549,1874,file_explorer
0,0,0,492,22,550,0,128,147,6483,0,74,0,10,95,0,0,70,8,0,8925,0,1,0,3,0,9,0,7339,0,0,8339,0,26,749,0,924,83,446,0,238,930,87,949,0,39058,2,10276,7,0,0,2475,50,0,0,65,54,5807,2,1,0,0,0,0,0,2,0,0,0,7,0,4426,3148,scientific_calculator
0,0,0,92,19,470,0,113,164,4253,0,35,0,2,108,0,0,60,0,0,7095,0,1,0,1,0,2,0,2935,0,0,11333,0,22,1112,88,1148,94,878,0,1426,417,204,1455,0,26843,1,11776,0,0,0,518,53,0,0,14,0,6506,2,0,0,0,0,0,0,0,0,0,0,0,0,4554,361423,file_explorer
0,0,0,40,90,828,0,148,229,6725,0,158,0,6,161,0,0,75,2,0,8280,0,0,0,2,0,63,0,7090,0,0,10565,0,26,362,1,1444,293,979,0,536,534,70,1696,0,2183,16,8810,2,0,0,289,50,0,0,53,116,5237,2,0,0,0,0,0,0,2,0,0,0,6,0,10092,3508,wifi_analyzer
0,0,0,0,20,466,0,71,116,1135,0,8,0,0,77,0,0,37,0,0,1155,0,0,0,1,0,6,0,1136,0,0,2063,0,56,90,2,638,370,299,0,138,395,99,381,0,280,4,2721,0,0,2,249,0,0,0,1,6,1560,2,0,0,0,0,0,0,2,0,0,0,1,0,884,548,scientific_calculator
0,0,0,209,81,920,0,286,200,6158,0,180,0,5,610,96,0,563,0,0,3381,93,1,0,2,0,8,0,7055,0,0,7088,0,100,800,5,1096,758,773,0,698,729,118,1052,217,4659,19,8969,0,0,2,793,50,0,0,0,10,5265,2,1,0,0,0,0,0,2,0,0,0,5,0,4763,3197,alarm_clock
0,0,0,0,46,984,0,138,162,1956,0,7,0,3,87,0,0,2,2,0,534,0,0,0,0,0,2,0,1206,0,0,4166,0,0,164,1,1247,53,486,0,70,715,7,862,0,904,0,5522,1,0,0,2006,0,0,0,0,0,3313,0,0,0,0,0,0,0,0,0,0,0,1,0,1353,1591,wifi_analyzer
0,0,0,561,50,1231,0,171,324,5805,0,530,0,12,1992,620,0,1868,8,0,5059,361,1,0,2,0,16,0,6004,0,0,6962,0,84,219,3,699,723,379,0,1197,1538,75,946,1400,4150,20,12970,7,0,0,525,50,0,0,11,16,8108,2,0,0,0,0,0,0,2,1,0,0,12,0,2529,1574,scientific_calculator
0,0,0,643,36,1134,0,234,303,6219,0,163,0,38,214,0,0,121,33,0,10585,0,1,0,2,0,42,0,7040,0,0,10665,0,104,389,3,1398,712,540,0,627,1554,201,850,0,21079,19,10509,30,0,2,1397,50,0,0,76,56,6136,2,1,0,0,0,0,0,2,0,0,0,35,0,5117,3604,scientific_calculator
0,0,0,36,25,454,0,150,252,3845,0,15,0,2,144,0,0,14,0,0,6287,0,1,0,3,0,1,0,3891,0,0,6084,0,24,140,0,718,79,529,0,63,242,65,927,0,2406,2,8179,0,0,0,398,50,0,0,19,16,4291,2,1,0,0,0,0,0,2,0,0,0,0,0,2935,2793,file_explorer
0,0,0,0,4,255,0,63,103,4297,0,256,0,26,703,6,0,802,0,0,968,128,1,0,0,0,1,0,1289,0,0,8659,0,0,32,0,389,52,311,0,431,210,57,912,14,431,1,14232,0,0,0,27,0,0,0,0,0,8709,0,0,0,0,0,0,0,0,0,0,0,0,0,950,809,to_do_list
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,10148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,file_explorer
0,0,0,0,24,819,0,204,186,1832,1,2,0,0,113,0,0,11,0,0,448,0,0,16,0,0,16,0,1928,0,0,5147,0,0,171,0,919,82,474,0,124,450,16,747,0,1000,1,4845,0,0,0,1166,0,0,0,0,0,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,1752,1543,alarm_clock
0,0,0,0,2,96,0,42,61,805,0,0,0,0,42,0,0,0,0,0,672,0,0,0,0,0,0,0,669,0,0,1257,0,0,17,0,188,6,157,0,36,21,21,290,0,167,0,1789,0,0,0,15,0,0,0,1,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,565,447,to_do_list
0,0,0,634,28,995,0,130,147,9348,0,428,0,56,824,14,0,1026,25,0,12334,142,1,0,3,0,33,0,10049,0,0,12108,0,104,358,2,1450,687,934,0,1046,1539,161,1745,34,28042,19,12404,24,0,2,166,50,0,0,56,98,7121,2,1,0,0,0,0,0,2,0,0,0,29,0,6548,2019,alarm_clock
37,0,0,7844,28,216,0,13,14,981,0,156,0,19,0,35,0,0,4,0,1224,0,1,0,0,0,9,508,0,0,0,1708,0,1,109,3,0,289,127,0,0,295,62,0,0,2382,3,785,3,0,0,46,50,0,0,10,10,320,2,1,0,0,0,0,0,2,0,0,2,8,0,633,168,alarm_clock
0,0,0,2,10,69,0,20,30,388,0,22,0,7,63,15,0,46,6,0,698,7,0,1,0,0,6,0,350,0,0,738,1,0,11,0,173,14,127,0,72,37,18,266,33,71,0,1018,5,0,0,100,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,7,0,294,252,drink_recipes
0,0,0,135,40,3404,0,99,154,2999,0,958,0,37,2477,15,0,3849,18,0,4481,453,1,0,1,0,1026,0,4411,0,0,14703,0,1280,913,6,4598,448,2457,0,6656,3705,428,5269,34,3765,4,7474,15,0,0,4543,0,0,0,42,0,3789,2,0,0,0,0,0,0,0,2,0,0,20,0,2442,2444,battery_saver
0,0,0,999,17,1379,0,282,199,14141,0,563,0,35,1393,145,0,1469,0,0,11219,242,0,0,2,0,0,0,16118,0,0,15528,0,4,1100,1,1211,79,597,0,995,1969,38,1385,320,48478,2,9798,0,0,0,441,50,0,0,0,130,6139,2,0,0,0,0,0,0,2,1,0,0,2,0,10721,4080,battery_saver
0,0,0,124,34,592,0,131,213,5907,0,216,0,21,501,20,0,507,14,0,6631,72,1,0,3,0,22,0,5288,0,0,5745,0,82,138,4,559,610,341,0,706,565,97,465,43,4551,19,12408,12,0,2,159,50,0,0,86,14,7203,2,1,0,0,0,0,0,2,0,0,0,19,0,3632,2366,alarm_clock
0,0,0,21,42,1516,0,416,347,6726,0,854,0,52,2485,130,0,2706,0,0,5109,451,0,0,2,0,2,0,8257,0,0,9221,0,20,1040,1,1115,109,852,0,1492,882,64,2120,315,3342,2,10765,0,0,0,662,0,0,0,3,178,6651,2,0,0,0,0,0,0,2,1,0,0,2,0,6508,4027,alarm_clock
0,0,0,6,35,169,0,15,10,208,0,17,0,3,49,0,0,80,2,0,147,1,0,0,1,0,30,0,158,0,0,679,0,82,62,25,309,515,193,0,137,222,79,176,0,161,4,437,0,1,2,174,0,0,0,0,0,247,2,0,0,0,0,0,0,0,0,0,0,1,0,5702,123,alarm_clock
0,0,0,35,26,498,0,118,205,2943,0,80,0,31,116,0,0,84,29,0,3436,0,1,0,3,0,36,0,3070,0,0,5419,0,78,173,2,676,519,495,0,244,391,111,648,0,3616,5,8363,28,0,2,375,50,0,0,0,10,4856,2,1,0,0,0,0,0,2,0,0,0,29,0,2631,2445,battery_saver
0,0,0,716624,2,58,0,1,1,14,0,64,0,6,169,7,0,206,0,0,103,33,0,1,0,0,0,0,18,0,0,125,0,0,34,0,67,4,38,0,91,68,3,156,16,5,0,9,0,0,0,67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,to_do_list
0,0,0,0,62,452,0,110,125,11358,0,24,0,1,95,0,0,33,1,0,5440,0,0,0,1,0,1,0,10331,0,0,3971,0,46,1001,0,493,122,293,0,206,248,49,309,0,2105,2,7450,0,0,0,281,0,0,0,2,48,4483,0,0,0,0,0,0,0,2,0,0,0,0,0,2256,854,alarm_clock
0,0,0,453,23,693,0,181,229,8327,0,232,0,9,157,0,0,54,7,0,10022,0,1,0,2,0,8,0,9131,0,0,9085,0,24,864,0,1084,107,453,0,318,934,223,877,0,28368,2,10697,6,0,0,1313,50,0,0,54,150,5910,2,1,0,0,0,0,0,2,0,0,0,6,0,5828,3443,battery_saver
0,0,0,0,60,911,0,310,287,4139,0,360,0,43,1013,58,0,1035,15,0,567,169,0,0,0,0,15,0,3357,0,0,7105,0,0,446,1,540,114,386,0,612,360,12,828,167,3013,1,10861,14,0,0,123,181,0,0,8,0,6069,0,0,0,0,0,0,0,0,0,0,0,14,0,4996,3089,to_do_list
0,0,0,0,73,994,0,204,305,4414,0,104,2,22,2525,327,0,137,20,6,4823,11,1,0,3,0,27,0,4546,0,0,9083,0,56,325,3,1544,479,1097,0,492,713,95,1996,998,732,5,10339,19,0,2,1046,0,0,0,50,12,5822,2,1,0,0,0,0,0,2,0,0,0,21,0,2926,3522,to_do_list
0,0,0,205,56,665,0,138,205,6200,0,98,0,15,132,0,0,78,10,0,7991,0,1,0,3,0,19,0,6099,0,0,7158,0,80,415,3,958,631,691,0,520,695,93,830,0,6733,19,12371,10,0,2,696,50,0,0,0,20,6761,2,1,0,0,0,0,0,2,0,0,0,16,0,5238,3846,battery_saver
0,0,0,643,32,849,0,179,227,6241,0,73,0,5,158,0,0,95,1,0,8602,0,1,0,2,0,15,0,7009,0,0,8408,0,84,2092,3,1580,698,1064,0,140644,1362,156,1900,0,15998,19,9396,1,0,2,684,50,0,0,5,44,4929,2,1,0,0,0,0,0,2,0,0,0,6,0,4009,3109,file_explorer
0,0,0,0,9,263,0,109,168,3436,0,36,0,1,199,9,0,117,0,0,1774,18,1,0,0,0,1,0,1597,0,0,5109,0,0,32,0,359,59,315,0,172,90,50,532,17,701,1,11334,0,0,0,135,0,0,0,0,0,6748,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,1363,to_do_list
0,0,0,0,1,990,0,54,72,2956,0,463,0,68,1039,9,0,1324,0,0,2188,197,1,0,0,0,69,0,3234,0,0,4184,0,0,326,1,1445,56,787,0,651,927,95,1970,17,378,1,6183,0,0,0,198,0,0,0,1,0,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,2419,scientific_calculator
0,0,0,1,21,168,0,5,8,257,0,115,0,9,208,30,0,235,1,0,16566,39,0,0,0,0,2,0,201,0,0,590,0,0,200,6,257,28,126,0,33451,165,20,324,75,62,0,500,0,0,0,291,1,0,0,3,0,201,0,0,0,0,0,0,0,0,7,0,0,2,0,245,137,file_explorer
0,0,0,20,19,94,0,30,20,664,0,15,0,2,18,0,0,17,0,0,1472,0,1,0,2,0,3,0,679,0,0,956,0,28,75,1,168,256,91,0,43,138,60,51,0,1330,2,764,0,0,0,39,51,0,0,12,6,210,2,1,0,0,0,0,0,2,0,0,0,0,0,539,74,scientific_calculator
0,0,0,74,81,864,0,127,114,1631,0,171,0,17,273,45,0,318,1,0,2546,38,1,0,1,0,68,0,2045,0,0,5464,0,60,356,6,1237,480,667,0,658,873,89,880,177,1989,5,5422,0,0,0,554,50,0,0,6,4,3196,2,0,0,0,0,0,0,2,60,0,0,9,0,1270,619,battery_saver
0,0,0,805,41,1583,0,300,242,11038,0,846,0,5,1937,61,0,2086,0,0,7395,337,0,0,2,0,7,0,13274,0,0,14574,0,130,1686,3,1566,755,1051,0,1381,1942,128,1864,135,29550,19,10173,0,0,2,1086,50,0,0,8,86,6073,2,0,0,0,0,0,0,2,0,0,0,5,0,8515,4658,alarm_clock
0,0,0,0,0,414,0,211,369,4358,0,0,0,0,211,0,0,0,0,0,3657,0,0,0,0,0,0,0,3309,0,0,4847,0,0,64,0,323,12,285,0,152,16,28,558,0,1118,0,12851,0,0,0,128,0,0,0,0,0,6765,0,0,0,0,0,0,0,0,0,0,0,0,0,3899,2810,to_do_list
0,0,0,0,5,846,0,152,256,5632,0,722,0,75,1982,34,0,2339,0,0,2858,366,1,0,0,0,1,0,3485,0,0,7489,0,0,189,0,588,59,485,0,1121,578,61,1754,89,1501,1,13530,0,0,0,174,0,0,0,0,0,7052,0,0,0,0,0,0,0,0,0,0,0,0,0,3276,907,to_do_list
0,0,0,506,83,1136,0,308,247,5970,0,328,0,29,174,0,0,94,27,0,5346,0,0,0,1,0,57,0,6942,0,0,11277,0,22,1259,0,1326,146,818,0,12465,1105,51,1239,0,19869,2,5976,27,0,0,586,50,0,0,33,60,3576,2,0,0,0,0,0,0,2,300,0,0,27,0,5513,3801,file_explorer
0,0,0,33,63,1374,0,458,446,10795,0,8,0,0,287,0,0,39,0,0,104373,0,0,0,2,0,6,0,12339,0,0,54305,0,56,1578,2,922,509,527,0,256,491,70,485,0,3570,4,24110,0,0,2,502,0,0,0,10,142,6921,2,0,0,0,0,0,0,2,0,0,0,1,0,7614,46028,scientific_calculator
0,0,0,564,56,919,0,170,294,4740,0,211,0,26,273,30,0,184,20,0,6782,16,1,0,3,0,28,0,5124,12,6,9706,0,102,397,5,1908,734,1350,0,918,1255,154,2354,59,8717,20,10126,16,0,0,1076,330,0,0,60,24,5833,2,1,0,0,0,0,0,2,0,0,0,25,0,3312,2523,file_explorer
0,0,0,0,104,333,0,32,46,1297,0,52,0,5,36,0,0,93,4,0,1705,0,1,0,2,0,41,0,1334,0,0,1389,0,133,96,3,520,585,212,0,112,365,128,128,0,697,5,1663,4,0,2,231,0,0,0,55,28,869,2,0,0,0,0,0,0,2,0,0,0,5,0,1996,434,scientific_calculator
0,0,0,24,42,852,0,205,361,6908,0,266,0,15,444,105,0,304,14,0,5395,47,1,0,1,0,24,0,6642,0,0,7066,0,56,1018,4,1289,492,945,0,530,570,155,1635,309,1195,7,13359,12,0,3,894,0,0,0,63,4,6843,2,0,0,0,0,0,0,2,0,0,0,15,0,4089,5656,battery_saver
0,0,0,246,50,845,0,177,254,6422,0,131,0,3,366,0,0,295,0,0,7506,38,0,0,3,0,7,0,6519,0,0,9924,0,82,387,2,1336,584,934,0,755,803,121,1525,0,14164,18,12308,0,0,2,485,50,0,0,0,40,7347,2,1,0,0,0,0,0,2,0,0,0,5,0,4539,2950,drink_recipes
0,0,0,0,6,406,0,147,228,2848,0,50,0,0,250,2,0,156,0,0,2420,24,1,0,0,0,1,0,2363,0,0,3598,0,0,178,0,565,59,464,0,118,142,52,829,11,701,1,8551,0,0,0,353,0,0,0,1,0,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,2463,2554,to_do_list
0,0,0,17046,5,373,0,190,317,3375,0,0,0,0,0,0,0,0,0,0,2495,0,1,0,0,0,1,0,0,0,0,3804,0,0,61,0,0,17,435,0,0,14,2,0,0,460,0,10882,0,0,0,37,0,0,0,4,0,6718,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,1927,pdf_reader
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,to_do_list
26,0,0,46377,18,634,0,216,140,6724,0,67,0,2,0,0,0,0,0,0,7046,0,1,0,0,0,3,259,0,0,0,10603,0,0,233,1,0,193,538,0,0,681,51,0,0,22622,2,13830,0,0,0,322,50,0,0,15,58,8013,2,1,0,0,0,0,0,2,0,0,3,0,0,8846,2228,pdf_reader
0,0,0,30,26,287,0,74,132,4382,0,19,0,3,92,0,0,49,0,0,2664,0,0,0,2,0,7,0,2059,0,0,3544,0,78,127,2,718,557,550,0,499,247,86,897,0,2087,18,13255,0,0,0,160,50,0,0,16,4,7508,2,1,0,0,0,0,0,2,0,0,0,5,0,2991,1149,drink_recipes
0,0,0,2563,5,82,0,24,17,475,0,32,0,5,0,0,0,0,4,0,644,0,0,0,0,0,4,1,0,0,0,819,0,0,61,1,0,15,106,0,0,38,10,0,0,165,0,1590,3,0,0,325,1,0,0,0,0,955,0,0,0,0,0,0,0,0,0,0,0,3,0,327,390,scientific_calculator
0,0,0,510,19,916,0,338,450,12910,0,132,0,27,275,0,0,67,25,0,16312,0,1,0,3,0,26,0,13518,0,0,11660,0,22,768,0,721,91,279,0,316,1002,101,407,0,24189,2,14326,24,0,0,149,50,0,0,82,82,6790,2,1,0,0,0,0,0,2,0,0,0,24,0,6880,3637,battery_saver
65,0,0,8952,31,376,0,21,10,809,0,233,0,2,0,0,0,0,0,0,1384,0,1,0,0,0,7,42,0,0,0,1385,0,1,130,2,0,316,223,0,0,478,76,0,0,3079,4,629,0,0,0,181,52,0,0,1,10,171,2,1,0,0,0,0,0,2,0,0,2,1,0,788,392,pdf_reader
0,0,0,1,3,43,0,10,12,140,0,18,0,2,55,7,0,64,0,0,187,9,1,0,0,0,1,0,121,0,0,279,0,0,0,0,54,52,46,0,31,41,14,75,16,40,1,287,0,0,0,15,1,0,0,53,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,155,56,to_do_list
0,0,0,0,88,887,0,196,325,5442,0,95,0,0,194,0,0,11,0,0,7825,0,1,0,1,0,1,0,5840,0,0,8712,0,20,335,0,1362,158,1052,0,149777,472,524,941,0,1088,2,11141,0,0,0,635,0,0,0,53,212,7087,0,0,0,0,0,0,0,2,0,0,0,0,0,4086,3402,file_explorer
